dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-01-27,2025-01-27 10:55:00,ORD-20250127-0001,1,C0170,R015,A008,M016,1,422.0,0,40,64,Wallet,Delivered,Hyderabad
2025-01-27,2025-01-27 20:53:00,ORD-20250127-0002,2,C0167,R009,A012,M010,4,448.82,0,30,16,Card,Delivered,Chennai
2025-01-27,2025-01-27 22:03:00,ORD-20250127-0003,3,C0093,R002,A005,M020,4, 251.49 ,25,20,32,Wallet,Delivered,Hyderabad
2025-01-27,2025-01-27 19:02:00,ORD-20250127-0004,4,C0179,R015,A012,M015,4,415.58,10,30,57,UPI,Delivered,Hyderabad
2025-01-27,2025-01-27 18:59:00,ORD-20250127-0005,5,C0008,R003,A009,M014,3,₹120.68,0,0,34,UPI,Delivered,Bangalore
2025-01-27,2025-01-27 18:06:00,ORD-20250127-0006,6,C0080,R007,A002,M011,2,416.28,5,20,63,Card,Delivered,Hyderabad
2025-01-27,2025-01-27 11:51:00,ORD-20250127-0007,7,C0185,R004,A011,M004,3,293.16,20,30,26,Card,Delivered,Bangalore
2025-01-27,2025-01-27 18:27:00,ORD-20250127-0008,8,C0173,R013,A006,M006,1,336.0,5,49,60,Card,Delivered,Pune
2025-01-27,2025-01-27 15:05:00,ORD-20250127-0009,9,C0067,R014,A014,M002,1,296.3,10,30,68,COD,Delivered,mumbai
2025-01-27,2025-01-27 21:02:00,ORD-20250127-0010,10,C0196,R014,A009,M005,1,233.82,20,0,68,UPI,Delivered,Chennai
2025-01-27,2025-01-27 23:30:00,ORD-20250127-0011,11,C0096,R014,A005,M006,1,144.31,0,49,65,Net Banking,Delivered,Bangalore
2025-01-27,2025-01-27 10:37:00,ORD-20250127-0012,12,C0160,R002,A002,M014,4,168.98,15,0,42,UPI,Delivered,Pune
2025-01-27,2025-01-27 15:02:00,ORD-20250127-0013,13,C0183,R011,A009,M020,2,419.54,20,40,29,UPI,Delivered,Bangalore
2025-01-27,2025-01-27 22:13:00,ORD-20250127-0014,14,C0072,R008,,M017,1,194.17,10,20,18,Wallet,Cancelled,Hyderabad
2025-01-27,2025-01-27 16:19:00,ORD-20250127-0015,15,C0094,R002,A013,M005,2,119.61,15,40,39,Wallet,Delivered,Delhi
2025-01-27,2025-01-27 11:45:00,ORD-20250127-0016,16,C0085,R010,A005,M019,3,151.81,5,30,30,Wallet,Delivered,Chennai
2025-01-27,2025-01-27 13:58:00,ORD-20250127-0017,17,C0022,R002,A010,M006,4,258.95,0,40,24,UPI,Delivered,mumbai
2025-01-27,2025-01-27 19:08:00,ORD-20250127-0018,18,C0100,R011,,M003,2,268.42,0,0,61,COD,Cancelled,Bangalore
2025-01-27,2025-01-27 12:06:00,ORD-20250127-0019,19,C0152,R018,A015,M008,1,371.13,20,40,22,Card,Delivered,Bangalore
2025-01-27,2025-01-27 19:32:00,ORD-20250127-0020,20,C0175,R015,A011,M016,3,208.12,0,30,70,Card,Delivered,Pune
2025-01-27,2025-01-27 15:03:00,ORD-20250127-0021,21,C0003,R006,A011,M001,4,354.69,0,20,62,Card,Delivered,Mumbai
2025-01-27,2025-01-27 12:38:00,ORD-20250127-0022,22,C0081,R017,A007,M013,1,167.96,5,30,41,Net Banking,Delivered,Chennai
2025-01-27,2025-01-27 14:40:00,ORD-20250127-0023,23,C0018,R018,A007,M005,1,96.52,0,40,26,Card,Delivered,Delhi
2025-01-27,2025-01-27 13:15:00,ORD-20250127-0024,24,C0072,R013,A005,M002,2,135.09,0,30,65,UPI,Delivered,DELHI
2025-01-27,2025-01-27 21:12:00,ORD-20250127-0025,25,C0176,R003,A012,M013,4,162.24,0,40,30,Wallet,Delivered,Mumbai
2025-01-27,2025-01-27 17:47:00,ORD-20250127-0026,26,C0131,R019,A007,M010,4,₹148.15,15,20,20,UPI,Delivered,Mumbai
2025-01-27,2025-01-27 17:58:00,ORD-20250127-0027,27,C0003,R015,A005,M004,3,₹402.4,15,0,26,UPI,Delivered,DELHI
2025-01-27,2025-01-27 15:05:00,ORD-20250127-0028,28,C0196,R004,A010,M019,3,375.46,15,40,53,Wallet,Delivered,Kolkata
2025-01-27,2025-01-27 15:21:00,ORD-20250127-0029,29,C0100,R004,A007,M020,4,108.95,0,49,47,COD,Delivered,Kolkata
2025-01-27,2025-01-27 13:37:00,ORD-20250127-0030,30,C0091,R013,A007,M004,4,421.76,0,30,38,Net Banking,Delivered,Delhi
