dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-03-26,2025-03-26 22:29:00,ORD-20250326-0001,1,C0172,R003,A006,M007,4,380.26,25,0,31,Net Banking,Delivered,Pune
2025-03-26,2025-03-26 18:36:00,ORD-20250326-0002,2,C0060,R013,A006,M003,1,406.63,0,0,70,UPI,Out for Delivery,DELHI
2025-03-26,2025-03-26 18:59:00,ORD-20250326-0003,3,C0044,R018,,M004,2,358.17,10,0,69,UPI,Cancelled,Mumbai
2025-03-26,2025-03-26 12:11:00,ORD-20250326-0004,4,C0009,R003,A002,M008,4,89.19,0,49,70,COD,Delivered,mumbai
2025-03-26,2025-03-26 10:47:00,ORD-20250326-0005,5,C0153,R020,A004,M016,2,134.95,0,0,24,COD,Cancelled,DELHI
2025-03-26,2025-03-26 21:20:00,ORD-20250326-0006,6,C0042,R004,A001,M005,4,390.56,10,49,-40,Net Banking,Delivered,Pune
2025-03-26,2025-03-26 22:54:00,ORD-20250326-0007,7,C0152,R017,A005,M017,4,335.6,0,49,15,COD,Delivered,mumbai
2025-03-26,2025-03-26 16:37:00,ORD-20250326-0008,8,C0182,R020,A013,M019,3,₹412.08,0,0,68,COD,Delivered,Kolkata
2025-03-26,2025-03-26 21:55:00,ORD-20250326-0009,9,C0160,R005,A014,M015,4,139.65,5,40,33,Net Banking,Delivered,Pune
2025-03-26,2025-03-26 10:04:00,ORD-20250326-0010,10,C0192,R006,A013,M013,1,418.16,20,30,27,UPI,Delivered,Kolkata
2025-03-26,2025-03-26 22:59:00,ORD-20250326-0011,11,C0085,R020,A005,M008,2,361.51,25,49,18,Card,Delivered,Pune
2025-03-26,2025-03-26 15:28:00,ORD-20250326-0012,12,C0061,R009,A005,M018,1,160.39,20,0,41,Card,Delivered,Bangalore
2025-03-26,2025-03-26 13:02:00,ORD-20250326-0013,13,C0170,R018,A008,M003,2,333.47,10,49,34,UPI,Delivered,Pune
2025-03-26,2025-03-26 15:49:00,ORD-20250326-0014,14,C0038,R009,A001,M005,3,141.55,0,40,64,UPI,Delivered,Hyderabad
2025-03-26,2025-03-26 11:40:00,ORD-20250326-0015,15,C0178,R018,A004,M016,3,₹187.44,0,20,15,Net Banking,Delivered,mumbai
2025-03-26,2025-03-26 18:35:00,ORD-20250326-0016,16,C0108,R019,A008,M012,1,392.29,25,20,-55,COD,Delivered,DELHI
2025-03-26,2025-03-26 23:11:00,ORD-20250326-0017,17,C0016,R002,A004,M001,1,391.34,0,49,75,Wallet,Delivered,Bangalore
2025-03-26,2025-03-26 11:49:00,ORD-20250326-0018,18,C0001,R007,A009,M018,4,269.33,0,40,47,COD,Delivered,Kolkata
2025-03-26,2025-03-26 15:18:00,ORD-20250326-0019,19,C0015,R003,A005,M013,2,300.01,15,20,47,Wallet,Delivered,mumbai
2025-03-26,2025-03-26 19:05:00,ORD-20250326-0020,20,C0082,R010,,M006,1,213.04,5,40,19,Wallet,Cancelled,mumbai
2025-03-26,2025-03-26 15:19:00,ORD-20250326-0021,21,C0066,R020,A005,M013,2,449.11,0,30,46,Card,Delivered,DELHI
2025-03-26,2025-03-26 14:09:00,ORD-20250326-0022,22,C0048,R001,A002,M020,3,162.81,0,40,56,Net Banking,Delivered,Mumbai
2025-03-26,2025-03-26 21:27:00,ORD-20250326-0023,23,C0118,R002,A001,M009,2,181.03,5,30,17,UPI,Delivered,Chennai
2025-03-26,2025-03-26 14:53:00,ORD-20250326-0024,24,C0045,R007,A008,M008,3,107.68,0,20,74,COD,Delivered,DELHI
2025-03-26,2025-03-26 20:32:00,ORD-20250326-0025,25,C0029,R012,A008,M003,2, 289.85 ,5,40,52,Wallet,Delivered,Delhi
2025-03-26,2025-03-26 21:22:00,ORD-20250326-0026,26,C0169,R011,A012,M016,4,223.15,0,40,23,COD,Delivered,Kolkata
2025-03-26,2025-03-26 11:51:00,ORD-20250326-0027,27,C0181,R007,A004,M013,3,325.5,5,49,35,COD,Delivered,Chennai
2025-03-26,2025-03-26 14:17:00,ORD-20250326-0028,28,C0186,R001,A005,M011,4,167.46,25,0,15,Net Banking,Delivered,Bangalore
2025-03-26,2025-03-26 16:35:00,ORD-20250326-0029,29,C0108,R004,A013,M002,3,189.94,25,40,53,Wallet,Delivered,DELHI
2025-03-26,2025-03-26 19:24:00,ORD-20250326-0030,30,C0176,R006,A005,M017,2,165.68,15,20,35,Wallet,Delivered,DELHI
2025-03-26,2025-03-26 10:19:00,ORD-20250326-0031,31,C0147,R013,A006,M006,3,₹406.21,5,0,65,Wallet,Delivered,Chennai
