dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-03-19,2025-03-19 12:37:00,ORD-20250319-0001,1,C0170,R008,A003,M014,1,412.36,0,0,28,Net Banking,Cancelled,Bangalore
2025-03-19,2025-03-19 21:52:00,ORD-20250319-0002,2,C0011,R019,A004,M014,4,223.31,15,20,43,Net Banking,Delivered,Mumbai
2025-03-19,2025-03-19 13:55:00,ORD-20250319-0003,3,C0160,R006,A010,M016,1,189.86,25,30,-67,COD,Delivered,Mumbai
2025-03-19,2025-03-19 18:59:00,ORD-20250319-0004,4,C0161,R007,A013,M007,1,414.82,25,0,37,Wallet,Delivered,DELHI
2025-03-19,2025-03-19 18:35:00,ORD-20250319-0005,5,C0182,R006,A003,M016,2,189.77,20,0,34,Net Banking,Delivered,Pune
2025-03-19,2025-03-19 15:23:00,ORD-20250319-0006,6,C0115,R013,A015,M014,2,290.79,0,40,36,Card,Delivered,DELHI
2025-03-19,2025-03-19 12:31:00,ORD-20250319-0007,7,C0113,R012,A014,M019,4,303.33,0,0,52,Net Banking,Delivered,mumbai
2025-03-19,2025-03-19 15:39:00,ORD-20250319-0008,8,C0081,R016,A004,M020,2,255.58,0,49,27,Net Banking,Delivered,Mumbai
2025-03-19,2025-03-19 18:29:00,ORD-20250319-0009,9,C0029,R014,A013,M011,1,253.07,25,40,19,COD,Delivered,Pune
2025-03-19,2025-03-19 12:35:00,ORD-20250319-0010,10,C0027,R014,,M019,3,196.42,25,20,32,Net Banking,Cancelled,Chennai
2025-03-19,2025-03-19 22:12:00,ORD-20250319-0011,11,C0159,R018,A010,M015,2,324.51,0,49,25,Net Banking,Delivered,Bangalore
2025-03-19,2025-03-19 15:43:00,ORD-20250319-0012,12,C0147,R020,A011,M013,3,83.08,0,40,37,Net Banking,Delivered,Chennai
2025-03-19,2025-03-19 11:05:00,ORD-20250319-0013,13,C0089,R001,A006,M008,1,376.56,0,40,40,Card,Delivered,Kolkata
2025-03-19,2025-03-19 23:43:00,ORD-20250319-0014,14,C0195,R016,A003,M016,1, 149.49 ,10,20,-49,UPI,Delivered,Kolkata
2025-03-19,2025-03-19 13:46:00,ORD-20250319-0015,15,C0156,R020,A003,M008,2,236.1,25,49,43,UPI,Delivered,Delhi
2025-03-19,2025-03-19 22:24:00,ORD-20250319-0016,16,C0051,R001,,M020,1,₹235.03,10,40,26,COD,Cancelled,Chennai
2025-03-19,2025-03-19 17:56:00,ORD-20250319-0017,17,C0171,R002,A006,M001,4,404.26,0,0,18,Card,Delivered,Chennai
2025-03-19,2025-03-19 20:23:00,ORD-20250319-0018,18,C0004,R004,A009,M018,1,₹415.79,15,20,52,Card,Delivered,Bangalore
2025-03-19,2025-03-19 13:08:00,ORD-20250319-0019,19,C0091,R012,,M009,2,175.34,0,0,74,Card,Cancelled,Hyderabad
2025-03-19,2025-03-19 22:00:00,ORD-20250319-0020,20,C0037,R011,A015,M017,2,₹171.08,20,0,30,Net Banking,Delivered,Kolkata
2025-03-19,2025-03-19 21:37:00,ORD-20250319-0021,21,C0004,R009,,M016,4, 413.14 ,0,0,-68,Net Banking,Cancelled,DELHI
2025-03-19,2025-03-19 10:51:00,ORD-20250319-0022,22,C0187,R018,A007,M016,4,275.23,5,30,55,COD,Delivered,Chennai
2025-03-19,2025-03-19 20:49:00,ORD-20250319-0023,23,C0118,R017,A001,M010,1,331.18,0,20,27,Net Banking,Delivered,Delhi
2025-03-19,2025-03-19 13:25:00,ORD-20250319-0024,24,C0055,R016,A001,M011,3,102.26,15,0,72,UPI,Delivered,Kolkata
2025-03-19,2025-03-19 13:51:00,ORD-20250319-0025,25,C0187,R016,A014,M018,3,442.77,5,40,66,Card,Delivered,Hyderabad
2025-03-19,2025-03-19 10:15:00,ORD-20250319-0026,26,C0069,R005,A001,M014,2,242.98,20,49,53,Net Banking,Delivered,Bangalore
2025-03-19,2025-03-19 20:33:00,ORD-20250319-0027,27,C0119,R001,A005,M005,1,86.01,0,0,64,COD,Delivered,Pune
2025-03-19,2025-03-19 10:36:00,ORD-20250319-0028,28,C0200,R019,A008,M014,3,313.71,0,40,19,UPI,Delivered,Hyderabad
2025-03-19,2025-03-19 12:57:00,ORD-20250319-0029,29,C0152,R005,A003,M018,2,119.71,5,20,20,COD,Delivered,Mumbai
2025-03-19,2025-03-19 10:41:00,ORD-20250319-0030,30,C0013,R010,A007,M006,1,150.26,0,49,36,Net Banking,Delivered,Bangalore
2025-03-19,2025-03-19 10:10:00,ORD-20250319-0031,31,C0007,R015,A001,M012,2,200.47,20,0,42,COD,Delivered,Delhi
