dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-01-24,2025-01-24 21:45:00,ORD-20250124-0001,1,C0155,R016,A003,M007,2,289.24,0,20,70,COD,Delivered,Chennai
2025-01-24,2025-01-24 13:48:00,ORD-20250124-0002,2,C0042,R013,A014,M015,2,175.57,0,20,61,Card,Delivered,Bangalore
2025-01-24,2025-01-24 10:08:00,ORD-20250124-0003,3,C0062,R006,A005,M001,1,104.15,0,49,32,COD,Delivered,Pune
2025-01-24,2025-01-24 17:42:00,ORD-20250124-0004,4,C0019,R020,A015,M019,1,375.89,0,30,68,Card,Delivered,Bangalore
2025-01-24,2025-01-24 16:03:00,ORD-20250124-0005,5,C0114,R011,A010,M014,1,154.64,0,40,65,COD,Delivered,Hyderabad
2025-01-24,2025-01-24 20:09:00,ORD-20250124-0006,6,C0048,R014,,M005,4,252.74,0,40,40,Net Banking,Cancelled,Mumbai
2025-01-24,2025-01-24 22:28:00,ORD-20250124-0007,7,C0001,R007,A004,M018,4,375.1,10,20,55,UPI,Delivered,mumbai
2025-01-24,2025-01-24 22:45:00,ORD-20250124-0008,8,C0077,R002,,M005,4,255.1,20,40,41,Wallet,Cancelled,Mumbai
2025-01-24,2025-01-24 23:59:00,ORD-20250124-0009,9,C0111,R006,A004,M001,4,150.64,20,30,75,UPI,Delivered,Pune
2025-01-24,2025-01-24 19:28:00,ORD-20250124-0010,10,C0069,R011,A010,M020,2,118.66,25,49,68,Card,Delivered,Delhi
2025-01-24,2025-01-24 14:38:00,ORD-20250124-0011,11,C0181,R017,A012,M014,3,₹381.13,10,49,59,COD,Delivered,Bangalore
2025-01-24,2025-01-24 23:26:00,ORD-20250124-0012,12,C0199,R014,A003,M010,2,440.88,0,0,25,Wallet,Delivered,DELHI
2025-01-24,2025-01-24 22:41:00,ORD-20250124-0013,13,C0020,R004,A009,M011,3,₹164.35,0,20,58,COD,Delivered,Bangalore
2025-01-24,2025-01-24 13:52:00,ORD-20250124-0014,14,C0152,R017,,M010,2,206.17,25,0,69,Wallet,Cancelled,DELHI
2025-01-24,2025-01-24 12:58:00,ORD-20250124-0015,15,C0033,R007,A009,M015,4,101.39,10,0,39,Net Banking,Delivered,Delhi
2025-01-24,2025-01-24 21:12:00,ORD-20250124-0016,16,C0179,R009,A007,M019,3,252.99,10,40,16,Card,Delivered,DELHI
2025-01-24,2025-01-24 16:43:00,ORD-20250124-0017,17,C0114,R020,A013,M009,4,151.34,0,49,69,COD,Delivered,Hyderabad
2025-01-24,2025-01-24 16:51:00,ORD-20250124-0018,18,C0031,R002,A015,M018,2,234.36,0,40,35,Card,Delivered,mumbai
2025-01-24,2025-01-24 20:32:00,ORD-20250124-0019,19,C0105,R009,A015,M011,4,199.32,25,30,21,COD,Delivered,Pune
2025-01-24,2025-01-24 17:27:00,ORD-20250124-0020,20,C0071,R001,A009,M001,4,204.9,0,30,58,UPI,Delivered,Kolkata
2025-01-24,2025-01-24 16:22:00,ORD-20250124-0021,21,C0066,R011,A015,M004,3,398.78,25,30,15,COD,Delivered,Hyderabad
2025-01-24,2025-01-24 18:26:00,ORD-20250124-0022,22,C0137,R014,A004,M001,3,383.62,25,0,30,UPI,Delivered,Pune
2025-01-24,2025-01-24 22:59:00,ORD-20250124-0023,23,C0069,R005,A007,M007,1,144.14,0,49,54,COD,Delivered,Mumbai
2025-01-24,2025-01-24 19:49:00,ORD-20250124-0024,24,C0072,R003,A010,M007,1,296.04,25,49,46,Wallet,Delivered,mumbai
2025-01-24,2025-01-24 12:53:00,ORD-20250124-0025,25,C0070,R011,A002,M005,2,214.15,10,30,-73,COD,Delivered,Chennai
2025-01-24,2025-01-24 22:49:00,ORD-20250124-0026,26,C0097,R016,A001,M010,3,264.36,10,0,71,Wallet,Out for Delivery,Mumbai
2025-01-24,2025-01-24 12:42:00,ORD-20250124-0027,27,C0111,R001,A005,M006,3,134.44,5,0,37,Wallet,Delivered,Bangalore
2025-01-24,2025-01-24 15:33:00,ORD-20250124-0028,28,C0072,R020,A014,M001,3,136.82,25,40,45,Net Banking,Delivered,mumbai
2025-01-24,2025-01-24 15:39:00,ORD-20250124-0029,29,C0094,R004,A015,M010,4,352.99,0,20,15,COD,Delivered,Chennai
2025-01-24,2025-01-24 22:41:00,ORD-20250124-0030,30,C0134,R013,A005,M017,1,291.1,5,20,72,Card,Delivered,DELHI
2025-01-24,2025-01-24 16:45:00,ORD-20250124-0031,31,C0160,R009,A014,M006,4,188.24,25,20,-59,Net Banking,Delivered,Bangalore
2025-01-24,2025-01-24 23:37:00,ORD-20250124-0032,32,C0055,R003,A013,M012,1,253.43,0,40,67,Card,Delivered,Pune
2025-01-24,2025-01-24 16:39:00,ORD-20250124-0033,33,C0141,R019,A004,M001,2,250.26,0,40,54,Wallet,Cancelled,Mumbai
2025-01-24,2025-01-24 12:56:00,ORD-20250124-0034,34,C0044,R008,A010,M016,1,93.29,20,30,67,Wallet,Delivered,mumbai
2025-01-24,2025-01-24 10:42:00,ORD-20250124-0035,35,C0142,R009,A010,M015,3,₹340.21,25,40,46,COD,Out for Delivery,DELHI
2025-01-24,2025-01-24 11:52:00,ORD-20250124-0036,36,C0140,R018,A014,M020,4,357.11,0,30,46,Wallet,Delivered,Pune
