dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-02-09,2025-02-09 21:59:00,ORD-20250209-0001,1,C0145,R001,A009,M005,3,294.75,10,30,44,Net Banking,Delivered,Kolkata
2025-02-09,2025-02-09 11:46:00,ORD-20250209-0002,2,C0061,R018,A006,M018,3,86.09,0,49,69,Card,Delivered,Chennai
2025-02-09,2025-02-09 21:25:00,ORD-20250209-0003,3,C0191,R015,A004,M017,3,434.93,20,0,74,Card,Delivered,Delhi
2025-02-09,2025-02-09 12:40:00,ORD-20250209-0004,4,C0118,R001,A009,M014,3,328.4,25,49,17,Net Banking,Delivered,Bangalore
2025-02-09,2025-02-09 10:42:00,ORD-20250209-0005,5,C0036,R001,A009,M008,1,429.1,20,40,69,COD,Cancelled,mumbai
2025-02-09,2025-02-09 12:01:00,ORD-20250209-0006,6,C0052,R015,A005,M008,2,445.16,0,40,55,UPI,Delivered,Chennai
2025-02-09,2025-02-09 16:42:00,ORD-20250209-0007,7,C0084,R016,A014,M010,2, 297.91 ,10,40,67,Wallet,Delivered,Hyderabad
2025-02-09,2025-02-09 11:25:00,ORD-20250209-0008,8,C0065,R020,A012,M001,3,180.1,25,20,60,Card,Delivered,DELHI
2025-02-09,2025-02-09 18:27:00,ORD-20250209-0009,9,C0137,R004,A006,M002,2,442.98,0,40,68,COD,Delivered,Chennai
2025-02-09,2025-02-09 14:31:00,ORD-20250209-0010,10,C0200,R017,A010,M002,3,270.8,10,40,22,Wallet,Delivered,mumbai
2025-02-09,2025-02-09 22:46:00,ORD-20250209-0011,11,C0004,R002,A010,M001,1,437.49,15,30,40,COD,Delivered,Pune
2025-02-09,2025-02-09 21:31:00,ORD-20250209-0012,12,C0073,R008,A004,M013,1,285.15,15,49,39,Wallet,Delivered,Hyderabad
2025-02-09,2025-02-09 12:06:00,ORD-20250209-0013,13,C0052,R001,A015,M012,3,322.26,0,0,20,Wallet,Delivered,Mumbai
2025-02-09,2025-02-09 13:48:00,ORD-20250209-0014,14,C0091,R020,A001,M010,3,141.44,0,30,51,Wallet,Delivered,Mumbai
2025-02-09,2025-02-09 21:43:00,ORD-20250209-0015,15,C0059,R005,A012,M008,4,331.37,20,0,55,COD,Delivered,DELHI
2025-02-09,2025-02-09 19:20:00,ORD-20250209-0016,16,C0019,R007,A004,M010,4,283.54,5,0,48,COD,Delivered,Kolkata
2025-02-09,2025-02-09 13:10:00,ORD-20250209-0017,17,C0177,R019,A014,M007,4,341.09,5,49,25,Net Banking,Delivered,Delhi
2025-02-09,2025-02-09 15:59:00,ORD-20250209-0018,18,C0080,R018,A002,M003,2,162.61,25,49,41,Net Banking,Delivered,mumbai
2025-02-09,2025-02-09 16:53:00,ORD-20250209-0019,19,C0116,R016,A012,M003,2,362.4,0,49,43,Net Banking,Delivered,Pune
2025-02-09,2025-02-09 10:22:00,ORD-20250209-0020,20,C0129,R020,A014,M006,1,₹157.41,25,40,48,Wallet,Delivered,Bangalore
2025-02-09,2025-02-09 14:48:00,ORD-20250209-0021,21,C0153,R016,A006,M006,4,103.73,20,40,75,Card,Delivered,Delhi
2025-02-09,2025-02-09 21:47:00,ORD-20250209-0022,22,C0080,R011,A013,M008,2,211.51,10,49,49,Card,Delivered,Bangalore
2025-02-09,2025-02-09 21:26:00,ORD-20250209-0023,23,C0168,R020,A014,M019,3,430.86,0,30,62,COD,Cancelled,Hyderabad
2025-02-09,2025-02-09 18:55:00,ORD-20250209-0024,24,C0089,R003,A005,M011,4,₹262.94,15,0,57,Wallet,Delivered,Mumbai
2025-02-09,2025-02-09 19:34:00,ORD-20250209-0025,25,C0052,R017,A014,M007,2,175.9,25,30,47,UPI,Out for Delivery,Hyderabad
2025-02-09,2025-02-09 20:19:00,ORD-20250209-0026,26,C0192,R012,A004,M013,2,367.65,15,20,32,Net Banking,Delivered,Mumbai
