dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-03-05,2025-03-05 19:00:00,ORD-20250305-0001,1,C0021,R006,A014,M020,2,309.06,5,40,15,Card,Delivered,mumbai
2025-03-05,2025-03-05 14:45:00,ORD-20250305-0002,2,C0002,R018,A012,M011,4,341.18,0,20,53,COD,Delivered,Hyderabad
2025-03-05,2025-03-05 23:26:00,ORD-20250305-0003,3,C0149,R014,A009,M010,2,366.06,0,0,60,COD,Delivered,DELHI
2025-03-05,2025-03-05 13:53:00,ORD-20250305-0004,4,C0061,R014,A014,M015,2,429.39,0,30,46,UPI,Delivered,Pune
2025-03-05,2025-03-05 15:56:00,ORD-20250305-0005,5,C0108,R003,A009,M011,1,₹318.73,10,20,66,Wallet,Delivered,Bangalore
2025-03-05,2025-03-05 12:59:00,ORD-20250305-0006,6,C0061,R003,A009,M020,3,344.12,0,0,19,UPI,Delivered,DELHI
2025-03-05,2025-03-05 19:50:00,ORD-20250305-0007,7,C0133,R003,A004,M001,2,349.11,25,30,62,COD,Delivered,Mumbai
2025-03-05,2025-03-05 11:39:00,ORD-20250305-0008,8,C0195,R010,A009,M009,2,193.61,15,20,46,Card,Delivered,Pune
2025-03-05,2025-03-05 11:51:00,ORD-20250305-0009,9,C0127,R017,A008,M011,4,96.03,5,0,18,Card,Delivered,mumbai
2025-03-05,2025-03-05 11:38:00,ORD-20250305-0010,10,C0024,R001,A012,M010,4,364.63,5,30,72,COD,Delivered,Pune
2025-03-05,2025-03-05 12:22:00,ORD-20250305-0011,11,C0012,R011,A004,M020,1,100.72,10,30,72,Wallet,Delivered,mumbai
2025-03-05,2025-03-05 22:50:00,ORD-20250305-0012,12,C0120,R014,A002,M018,4,422.72,0,49,41,UPI,Delivered,Pune
2025-03-05,2025-03-05 12:49:00,ORD-20250305-0013,13,C0151,R016,A009,M012,1,101.48,10,0,18,Wallet,Delivered,Bangalore
2025-03-05,2025-03-05 15:58:00,ORD-20250305-0014,14,C0152,R006,A006,M007,1,122.85,15,0,35,Wallet,Delivered,DELHI
2025-03-05,2025-03-05 10:02:00,ORD-20250305-0015,15,C0080,R020,A005,M014,4, 288.64 ,10,49,62,UPI,Cancelled,mumbai
2025-03-05,2025-03-05 21:58:00,ORD-20250305-0016,16,C0004,R009,A013,M005,3,257.37,25,49,49,Card,Delivered,Bangalore
2025-03-05,2025-03-05 16:14:00,ORD-20250305-0017,17,C0042,R006,,M017,2,165.37,0,20,58,UPI,Cancelled,Hyderabad
2025-03-05,2025-03-05 17:47:00,ORD-20250305-0018,18,C0123,R001,A014,M001,2,197.53,0,40,26,UPI,Delivered,Chennai
2025-03-05,2025-03-05 17:57:00,ORD-20250305-0019,19,C0014,R017,A009,M017,4,395.57,10,20,36,COD,Delivered,Pune
2025-03-05,2025-03-05 19:58:00,ORD-20250305-0020,20,C0029,R017,A005,M019,3,325.8,20,30,61,COD,Delivered,Mumbai
2025-03-05,2025-03-05 14:52:00,ORD-20250305-0021,21,C0005,R007,A014,M002,3,282.58,15,20,-36,Net Banking,Delivered,Bangalore
2025-03-05,2025-03-05 19:09:00,ORD-20250305-0022,22,C0093,R018,A010,M002,3,306.53,10,20,43,COD,Delivered,Hyderabad
2025-03-05,2025-03-05 11:11:00,ORD-20250305-0023,23,C0158,R007,A014,M017,3,204.42,0,20,72,Wallet,Delivered,Mumbai
2025-03-05,2025-03-05 15:12:00,ORD-20250305-0024,24,C0140,R010,,M016,2,246.47,0,30,40,Wallet,Cancelled,Hyderabad
2025-03-05,2025-03-05 20:23:00,ORD-20250305-0025,25,C0153,R004,A011,M009,2, 96.5 ,25,49,72,COD,Delivered,Pune
2025-03-05,2025-03-05 10:00:00,ORD-20250305-0026,26,C0116,R015,A011,M003,4, 313.56 ,5,0,69,COD,Delivered,Pune
2025-03-05,2025-03-05 23:38:00,ORD-20250305-0027,27,C0186,R019,A002,M014,3,212.98,25,30,27,Card,Delivered,Bangalore
2025-03-05,2025-03-05 23:59:00,ORD-20250305-0028,28,C0140,R013,A015,M004,2,₹174.49,0,0,23,COD,Delivered,mumbai
2025-03-05,2025-03-05 23:45:00,ORD-20250305-0029,29,C0086,R018,A006,M003,1,316.45,10,0,57,Net Banking,Delivered,Chennai
2025-03-05,2025-03-05 20:31:00,ORD-20250305-0030,30,C0181,R017,A006,M009,1, 312.46 ,0,40,34,Card,Cancelled,Bangalore
2025-03-05,2025-03-05 23:34:00,ORD-20250305-0031,31,C0182,R017,A012,M010,2,427.81,25,40,56,COD,Delivered,mumbai
2025-03-05,2025-03-05 20:39:00,ORD-20250305-0032,32,C0107,R020,A014,M007,2,82.12,15,40,15,Card,Delivered,Hyderabad
2025-03-05,2025-03-05 21:47:00,ORD-20250305-0033,33,C0060,R001,A010,M010,3,285.44,0,40,48,Card,Delivered,Hyderabad
2025-03-05,2025-03-05 13:43:00,ORD-20250305-0034,34,C0127,R007,A011,M004,1,₹132.83,0,0,49,UPI,Out for Delivery,Hyderabad
2025-03-05,2025-03-05 19:05:00,ORD-20250305-0035,35,C0018,R004,A006,M010,3,440.5,0,0,69,COD,Delivered,Pune
2025-03-05,2025-03-05 18:19:00,ORD-20250305-0036,36,C0190,R010,,M008,3,422.83,25,30,72,Wallet,Cancelled,Bangalore
2025-03-05,2025-03-05 13:35:00,ORD-20250305-0037,37,C0038,R017,A015,M018,4,109.67,15,49,49,UPI,Delivered,mumbai
2025-03-05,2025-03-05 13:50:00,ORD-20250305-0038,38,C0037,R016,A004,M004,3,206.99,20,20,63,Wallet,Delivered,mumbai
2025-03-05,2025-03-05 12:03:00,ORD-20250305-0039,39,C0054,R006,A013,M007,2,358.28,10,20,71,Net Banking,Delivered,Pune
2025-03-05,2025-03-05 10:10:00,ORD-20250305-0040,40,C0098,R012,A010,M011,2,177.05,5,20,-22,UPI,Delivered,DELHI
2025-03-05,2025-03-05 15:41:00,ORD-20250305-0041,41,C0072,R018,A012,M001,1,173.67,0,40,29,Card,Delivered,Mumbai
2025-03-05,2025-03-05 19:36:00,ORD-20250305-0042,42,C0067,R009,A009,M016,1,347.14,0,40,24,Card,Out for Delivery,Kolkata
2025-03-05,2025-03-05 11:14:00,ORD-20250305-0043,43,C0056,R012,A013,M009,2,254.67,15,30,63,Net Banking,Delivered,Hyderabad
2025-03-05,2025-03-05 14:40:00,ORD-20250305-0044,44,C0141,R004,A015,M009,3,251.44,0,40,73,COD,Delivered,Bangalore
2025-03-05,2025-03-05 22:42:00,ORD-20250305-0045,45,C0166,R007,A007,M020,3,130.55,10,0,-52,COD,Delivered,mumbai
2025-03-05,2025-03-05 14:20:00,ORD-20250305-0046,46,C0169,R015,A006,M009,2,₹448.43,20,20,29,COD,Delivered,Kolkata
2025-03-05,2025-03-05 14:54:00,ORD-20250305-0047,47,C0199,R007,A004,M012,4,121.53,0,40,18,UPI,Delivered,Chennai
2025-03-05,2025-03-05 18:13:00,ORD-20250305-0048,48,C0006,R009,A015,M006,4, 160.27 ,20,30,59,Net Banking,Delivered,Pune
2025-03-05,2025-03-05 17:16:00,ORD-20250305-0049,49,C0175,R010,A007,M020,4,164.3,0,49,30,COD,Delivered,DELHI
2025-03-05,2025-03-05 19:29:00,ORD-20250305-0050,50,C0072,R001,A014,M020,2,178.61,20,30,45,Wallet,Delivered,Hyderabad
2025-03-05,2025-03-05 15:14:00,ORD-20250305-0051,51,C0159,R011,A002,M013,3,187.69,20,40,69,Wallet,Delivered,DELHI
2025-03-05,2025-03-05 19:52:00,ORD-20250305-0052,52,C0165,R006,A001,M014,1,₹157.15,0,40,39,COD,Delivered,Bangalore
2025-03-05,2025-03-05 11:44:00,ORD-20250305-0053,53,C0189,R015,A010,M015,3,380.2,0,0,64,COD,Out for Delivery,Hyderabad
2025-03-05,2025-03-05 17:46:00,ORD-20250305-0054,54,C0100,R019,A012,M015,4,130.93,10,20,51,UPI,Delivered,Kolkata
2025-03-05,2025-03-05 13:02:00,ORD-20250305-0055,55,C0010,R015,A003,M019,2,342.21,0,40,47,COD,Delivered,Chennai
2025-03-05,2025-03-05 23:26:00,ORD-20250305-0056,56,C0057,R020,A009,M006,4,285.03,0,40,56,Wallet,Delivered,DELHI
2025-03-05,2025-03-05 17:28:00,ORD-20250305-0057,57,C0057,R011,,M004,4,158.51,15,0,17,Net Banking,Cancelled,Pune
2025-03-05,2025-03-05 17:48:00,ORD-20250305-0058,58,C0171,R019,A014,M006,4,366.99,20,40,70,Wallet,Delivered,Mumbai
2025-03-05,2025-03-05 18:28:00,ORD-20250305-0059,59,C0147,R005,A015,M019,4,165.96,25,40,67,Wallet,Delivered,Kolkata
2025-03-05,2025-03-05 16:14:00,ORD-20250305-0060,60,C0096,R005,A001,M016,1,372.45,10,0,56,UPI,Delivered,Hyderabad
2025-03-05,2025-03-05 18:14:00,ORD-20250305-0061,61,C0200,R017,A002,M019,4,197.43,0,0,66,Net Banking,Delivered,Mumbai
2025-03-05,2025-03-05 17:30:00,ORD-20250305-0062,62,C0165,R019,A009,M017,4,125.74,0,40,42,COD,Delivered,DELHI
2025-03-05,2025-03-05 19:36:00,ORD-20250305-0042,42,C0067,R009,A009,M016,1,347.14,0,40,24,Card,Out for Delivery,Kolkata
2025-03-05,2025-03-05 19:00:00,ORD-20250305-0001,1,C0021,R006,A014,M020,2,309.06,5,40,15,Card,Delivered,mumbai
2025-03-05,2025-03-05 16:14:00,ORD-20250305-0017,17,C0042,R006,,M017,2,165.37,0,20,58,UPI,Cancelled,Hyderabad
