dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-01-12,2025-01-12 23:59:00,ORD-20250112-0001,1,C0116,R006,A001,M006,3,362.29,0,40,52,Net Banking,Delivered,Kolkata
2025-01-12,2025-01-12 13:40:00,ORD-20250112-0002,2,C0008,R020,A010,M008,1,301.84,15,49,30,Net Banking,Delivered,Delhi
2025-01-12,2025-01-12 15:01:00,ORD-20250112-0003,3,C0191,R020,A014,M013,2,394.61,5,20,45,COD,Delivered,Chennai
2025-01-12,2025-01-12 12:18:00,ORD-20250112-0004,4,C0017,R001,A008,M007,2,332.96,0,40,47,Wallet,Delivered,Chennai
2025-01-12,2025-01-12 23:58:00,ORD-20250112-0005,5,C0041,R008,A002,M015,1,356.99,25,40,19,Card,Delivered,DELHI
2025-01-12,2025-01-12 11:45:00,ORD-20250112-0006,6,C0199,R020,A008,M018,4,₹386.27,20,0,38,Wallet,Delivered,mumbai
2025-01-12,2025-01-12 16:50:00,ORD-20250112-0007,7,C0032,R004,A013,M005,1,347.14,0,20,65,Card,Delivered,Delhi
2025-01-12,2025-01-12 15:41:00,ORD-20250112-0008,8,C0178,R003,,M015,2,360.08,15,40,59,Card,Cancelled,Mumbai
2025-01-12,2025-01-12 22:08:00,ORD-20250112-0009,9,C0038,R017,A015,M010,3,288.51,0,49,55,Net Banking,Delivered,Pune
2025-01-12,2025-01-12 12:47:00,ORD-20250112-0010,10,C0178,R005,A014,M005,4,175.2,10,20,-52,Card,Delivered,DELHI
2025-01-12,2025-01-12 21:55:00,ORD-20250112-0011,11,C0133,R013,A003,M016,3,318.23,15,40,70,COD,Delivered,DELHI
2025-01-12,2025-01-12 17:11:00,ORD-20250112-0012,12,C0124,R013,A002,M001,3,163.19,0,20,37,Wallet,Delivered,Mumbai
2025-01-12,2025-01-12 23:47:00,ORD-20250112-0013,13,C0135,R008,A001,M007,4,311.77,10,49,49,Wallet,Delivered,Delhi
2025-01-12,2025-01-12 22:03:00,ORD-20250112-0014,14,C0115,R019,A005,M017,2,335.19,25,20,17,Card,Delivered,DELHI
2025-01-12,2025-01-12 14:05:00,ORD-20250112-0015,15,C0191,R007,,M003,3,102.52,25,40,21,UPI,Cancelled,Chennai
2025-01-12,2025-01-12 22:40:00,ORD-20250112-0016,16,C0019,R007,A002,M016,4,153.04,25,30,-51,Net Banking,Delivered,Delhi
2025-01-12,2025-01-12 21:56:00,ORD-20250112-0017,17,C0114,R007,A010,M019,4,447.13,10,40,55,Wallet,Delivered,mumbai
2025-01-12,2025-01-12 18:18:00,ORD-20250112-0018,18,C0166,R010,,M009,3,330.8,0,20,-46,Wallet,Cancelled,mumbai
2025-01-12,2025-01-12 17:10:00,ORD-20250112-0019,19,C0046,R003,A002,M014,4,206.7,5,0,63,Card,Delivered,DELHI
2025-01-12,2025-01-12 14:20:00,ORD-20250112-0020,20,C0197,R017,A005,M016,2,291.27,20,20,69,COD,Delivered,Chennai
2025-01-12,2025-01-12 18:30:00,ORD-20250112-0021,21,C0168,R020,A005,M014,2,425.15,10,30,24,Card,Delivered,Chennai
2025-01-12,2025-01-12 17:19:00,ORD-20250112-0022,22,C0109,R019,A001,M013,4,100.46,0,40,64,COD,Delivered,Hyderabad
2025-01-12,2025-01-12 20:45:00,ORD-20250112-0023,23,C0066,R010,A007,M012,4,200.5,5,49,47,Card,Delivered,Delhi
2025-01-12,2025-01-12 11:15:00,ORD-20250112-0024,24,C0042,R011,,M016,1,369.05,25,20,32,Wallet,Cancelled,Kolkata
2025-01-12,2025-01-12 10:06:00,ORD-20250112-0025,25,C0015,R011,A008,M009,3,121.08,15,40,67,COD,Delivered,Pune
2025-01-12,2025-01-12 19:12:00,ORD-20250112-0026,26,C0144,R003,A010,M015,3,285.97,0,0,70,Card,Delivered,Chennai
2025-01-12,2025-01-12 22:28:00,ORD-20250112-0027,27,C0192,R007,A004,M006,4,214.02,10,30,53,UPI,Delivered,Bangalore
2025-01-12,2025-01-12 11:41:00,ORD-20250112-0028,28,C0106,R014,A013,M013,1,₹387.72,15,0,51,UPI,Delivered,DELHI
2025-01-12,2025-01-12 23:51:00,ORD-20250112-0029,29,C0084,R018,A006,M016,1,351.74,0,49,25,UPI,Delivered,mumbai
2025-01-12,2025-01-12 19:41:00,ORD-20250112-0030,30,C0049,R003,A008,M014,4,409.06,15,0,26,Card,Delivered,mumbai
2025-01-12,2025-01-12 18:49:00,ORD-20250112-0031,31,C0178,R014,A005,M001,1, 310.77 ,15,40,24,COD,Delivered,Chennai
2025-01-12,2025-01-12 18:29:00,ORD-20250112-0032,32,C0168,R007,A012,M019,2,149.87,0,0,49,UPI,Cancelled,Bangalore
2025-01-12,2025-01-12 18:22:00,ORD-20250112-0033,33,C0018,R011,,M011,2,192.08,5,30,16,Net Banking,Cancelled,Delhi
2025-01-12,2025-01-12 23:24:00,ORD-20250112-0034,34,C0007,R015,A008,M007,4,227.7,0,0,26,Wallet,Delivered,DELHI
