dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-02-20,2025-02-20 11:22:00,ORD-20250220-0001,1,C0196,R003,A003,M014,3,241.59,0,30,56,Card,Delivered,DELHI
2025-02-20,2025-02-20 15:04:00,ORD-20250220-0002,2,C0114,R017,A011,M006,3,355.49,20,0,31,Net Banking,Delivered,Mumbai
2025-02-20,2025-02-20 11:31:00,ORD-20250220-0003,3,C0172,R009,A005,M003,1,₹412.32,0,30,41,COD,Delivered,Chennai
2025-02-20,2025-02-20 19:41:00,ORD-20250220-0004,4,C0110,R005,A011,M015,4,256.7,0,20,34,Net Banking,Delivered,Delhi
2025-02-20,2025-02-20 14:22:00,ORD-20250220-0005,5,C0030,R007,A015,M015,1,368.44,20,30,66,Net Banking,Delivered,Chennai
2025-02-20,2025-02-20 12:36:00,ORD-20250220-0006,6,C0058,R013,A003,M016,4,216.84,10,0,29,Wallet,Delivered,DELHI
2025-02-20,2025-02-20 22:36:00,ORD-20250220-0007,7,C0064,R020,A006,M015,3,167.64,0,20,-58,Wallet,Delivered,Pune
2025-02-20,2025-02-20 17:02:00,ORD-20250220-0008,8,C0085,R009,A007,M009,3,266.6,0,0,75,Net Banking,Delivered,Kolkata
2025-02-20,2025-02-20 22:44:00,ORD-20250220-0009,9,C0156,R006,A014,M015,2,269.23,25,0,69,Wallet,Delivered,Hyderabad
2025-02-20,2025-02-20 14:41:00,ORD-20250220-0010,10,C0167,R009,A014,M008,4,412.48,10,20,66,COD,Delivered,Pune
2025-02-20,2025-02-20 23:56:00,ORD-20250220-0011,11,C0138,R001,A009,M010,4,339.96,0,49,60,COD,Delivered,Pune
2025-02-20,2025-02-20 20:11:00,ORD-20250220-0012,12,C0125,R006,A008,M010,1,121.23,25,49,20,Net Banking,Delivered,Delhi
2025-02-20,2025-02-20 23:56:00,ORD-20250220-0013,13,C0104,R006,A004,M003,4,424.99,25,20,19,COD,Delivered,Delhi
2025-02-20,2025-02-20 19:44:00,ORD-20250220-0014,14,C0031,R013,A013,M014,1,236.95,20,49,61,Wallet,Delivered,Kolkata
2025-02-20,2025-02-20 17:56:00,ORD-20250220-0015,15,C0101,R006,A003,M003,3,251.84,0,30,46,Wallet,Delivered,Kolkata
2025-02-20,2025-02-20 17:02:00,ORD-20250220-0016,16,C0176,R015,A008,M004,1,316.01,25,49,24,Wallet,Delivered,Chennai
2025-02-20,2025-02-20 21:11:00,ORD-20250220-0017,17,C0050,R011,A001,M005,1,370.5,5,40,30,Card,Delivered,Bangalore
2025-02-20,2025-02-20 14:30:00,ORD-20250220-0018,18,C0194,R004,A006,M003,2,397.27,15,0,43,Wallet,Delivered,Mumbai
2025-02-20,2025-02-20 17:52:00,ORD-20250220-0019,19,C0007,R014,A007,M015,2,385.88,20,30,35,COD,Delivered,Hyderabad
2025-02-20,2025-02-20 16:56:00,ORD-20250220-0020,20,C0076,R006,A001,M012,2,435.57,0,0,17,Card,Delivered,Pune
2025-02-20,2025-02-20 21:25:00,ORD-20250220-0021,21,C0116,R011,A010,M020,3,394.16,25,0,29,Net Banking,Delivered,Mumbai
2025-02-20,2025-02-20 15:27:00,ORD-20250220-0022,22,C0137,R005,A003,M012,1,104.78,15,30,38,COD,Delivered,Kolkata
2025-02-20,2025-02-20 23:30:00,ORD-20250220-0023,23,C0158,R017,A004,M017,4,265.2,10,30,61,Wallet,Delivered,DELHI
2025-02-20,2025-02-20 11:01:00,ORD-20250220-0024,24,C0170,R013,A013,M007,4,397.99,0,40,67,UPI,Delivered,Pune
2025-02-20,2025-02-20 12:55:00,ORD-20250220-0025,25,C0149,R010,A014,M005,2,359.85,10,40,31,Card,Delivered,Mumbai
2025-02-20,2025-02-20 16:38:00,ORD-20250220-0026,26,C0170,R016,,M018,2,265.98,0,0,28,Wallet,Cancelled,DELHI
2025-02-20,2025-02-20 13:37:00,ORD-20250220-0027,27,C0194,R020,A015,M002,1,368.97,15,49,37,Net Banking,Delivered,Kolkata
2025-02-20,2025-02-20 11:27:00,ORD-20250220-0028,28,C0144,R002,A004,M013,1, 194.83 ,15,30,70,UPI,Delivered,Delhi
2025-02-20,2025-02-20 22:44:00,ORD-20250220-0029,29,C0197,R007,A015,M004,3, 158.15 ,15,40,31,UPI,Delivered,Delhi
2025-02-20,2025-02-20 11:58:00,ORD-20250220-0030,30,C0089,R009,A011,M019,2,293.83,0,49,39,Wallet,Delivered,Mumbai
2025-02-20,2025-02-20 19:55:00,ORD-20250220-0031,31,C0018,R008,A008,M013,4,197.29,15,49,34,COD,Delivered,Kolkata
2025-02-20,2025-02-20 10:57:00,ORD-20250220-0032,32,C0146,R001,A009,M003,1,119.74,5,40,16,Card,Delivered,Hyderabad
2025-02-20,2025-02-20 19:19:00,ORD-20250220-0033,33,C0094,R007,,M009,2,101.76,0,30,27,UPI,Cancelled,Chennai
2025-02-20,2025-02-20 13:11:00,ORD-20250220-0034,34,C0198,R012,A015,M014,3,330.55,0,30,53,Card,Delivered,Kolkata
2025-02-20,2025-02-20 14:35:00,ORD-20250220-0035,35,C0180,R011,A002,M011,4,290.96,0,30,72,Net Banking,Delivered,Pune
2025-02-20,2025-02-20 11:05:00,ORD-20250220-0036,36,C0164,R019,A010,M007,1,311.9,0,40,67,Net Banking,Delivered,mumbai
2025-02-20,2025-02-20 20:01:00,ORD-20250220-0037,37,C0160,R012,A009,M005,3,330.29,0,30,59,Wallet,Delivered,Pune
2025-02-20,2025-02-20 12:37:00,ORD-20250220-0038,38,C0004,R002,A009,M017,2,200.83,15,40,47,Wallet,Delivered,DELHI
2025-02-20,2025-02-20 10:12:00,ORD-20250220-0039,39,C0123,R001,A004,M007,1,136.76,20,49,56,Wallet,Delivered,Chennai
2025-02-20,2025-02-20 13:44:00,ORD-20250220-0040,40,C0016,R015,A009,M009,1, 377.4 ,15,0,74,Card,Delivered,Mumbai
2025-02-20,2025-02-20 21:04:00,ORD-20250220-0041,41,C0142,R004,A012,M008,4, 107.74 ,10,49,67,UPI,Delivered,Bangalore
2025-02-20,2025-02-20 20:12:00,ORD-20250220-0042,42,C0171,R009,,M017,3,331.0,5,49,39,Card,Cancelled,Kolkata
2025-02-20,2025-02-20 11:17:00,ORD-20250220-0043,43,C0069,R004,A012,M005,4,102.66,5,20,22,Wallet,Delivered,Pune
2025-02-20,2025-02-20 11:31:00,ORD-20250220-0044,44,C0111,R004,A014,M004,3,270.59,0,49,40,COD,Delivered,Kolkata
2025-02-20,2025-02-20 23:04:00,ORD-20250220-0045,45,C0034,R004,A007,M013,3,271.02,0,0,19,COD,Delivered,Hyderabad
2025-02-20,2025-02-20 21:01:00,ORD-20250220-0046,46,C0032,R014,A007,M015,3,443.24,25,20,26,COD,Delivered,Kolkata
2025-02-20,2025-02-20 18:19:00,ORD-20250220-0047,47,C0026,R010,A007,M008,2,144.83,10,49,56,COD,Delivered,DELHI
2025-02-20,2025-02-20 20:55:00,ORD-20250220-0048,48,C0187,R019,A010,M001,3,82.74,10,20,48,Net Banking,Delivered,DELHI
2025-02-20,2025-02-20 13:25:00,ORD-20250220-0049,49,C0040,R011,A002,M015,1,339.05,0,0,68,Wallet,Delivered,Delhi
2025-02-20,2025-02-20 15:47:00,ORD-20250220-0050,50,C0118,R019,A012,M017,1,218.06,15,30,25,Card,Delivered,Hyderabad
2025-02-20,2025-02-20 20:20:00,ORD-20250220-0051,51,C0036,R005,A003,M004,3,132.37,0,49,49,COD,Delivered,Mumbai
