dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-01-20,2025-01-20 17:58:00,ORD-20250120-0001,1,C0129,R004,,M012,2,280.18,0,0,60,COD,Cancelled,Kolkata
2025-01-20,2025-01-20 16:23:00,ORD-20250120-0002,2,C0179,R013,A003,M018,3,292.66,5,30,54,Wallet,Delivered,Bangalore
2025-01-20,2025-01-20 15:20:00,ORD-20250120-0003,3,C0058,R020,A011,M009,1,362.68,0,40,32,COD,Delivered,Kolkata
2025-01-20,2025-01-20 16:37:00,ORD-20250120-0004,4,C0078,R003,A007,M015,4,₹87.99,25,30,58,Card,Delivered,DELHI
2025-01-20,2025-01-20 15:43:00,ORD-20250120-0005,5,C0159,R019,A002,M010,2,377.01,0,40,44,Net Banking,Delivered,DELHI
2025-01-20,2025-01-20 20:21:00,ORD-20250120-0006,6,C0053,R013,A009,M019,1,448.98,0,30,33,Wallet,Delivered,Bangalore
2025-01-20,2025-01-20 20:40:00,ORD-20250120-0007,7,C0132,R013,A003,M001,1,389.21,0,40,17,Card,Delivered,DELHI
2025-01-20,2025-01-20 19:57:00,ORD-20250120-0008,8,C0016,R001,A009,M018,3,212.67,5,0,36,Wallet,Delivered,DELHI
2025-01-20,2025-01-20 13:39:00,ORD-20250120-0009,9,C0153,R016,A012,M009,1,284.73,0,20,74,Card,Delivered,Mumbai
2025-01-20,2025-01-20 10:00:00,ORD-20250120-0010,10,C0055,R002,A013,M012,4,117.67,15,20,16,Card,Delivered,Kolkata
2025-01-20,2025-01-20 14:06:00,ORD-20250120-0011,11,C0143,R009,A008,M019,3,239.84,25,0,56,Net Banking,Delivered,Bangalore
2025-01-20,2025-01-20 16:56:00,ORD-20250120-0012,12,C0165,R002,A013,M001,2,238.26,5,30,73,Card,Delivered,Bangalore
2025-01-20,2025-01-20 19:38:00,ORD-20250120-0013,13,C0012,R013,A006,M016,4,286.69,15,20,34,Net Banking,Delivered,Bangalore
2025-01-20,2025-01-20 22:49:00,ORD-20250120-0014,14,C0033,R004,,M011,4,402.73,0,20,75,UPI,Cancelled,Mumbai
2025-01-20,2025-01-20 15:15:00,ORD-20250120-0015,15,C0056,R010,A005,M015,4,193.7,10,30,38,Wallet,Delivered,Kolkata
2025-01-20,2025-01-20 15:10:00,ORD-20250120-0016,16,C0025,R008,A001,M018,4,387.26,15,20,21,Wallet,Delivered,Mumbai
2025-01-20,2025-01-20 10:47:00,ORD-20250120-0017,17,C0064,R013,A002,M005,1,423.84,0,40,46,Card,Delivered,DELHI
2025-01-20,2025-01-20 20:34:00,ORD-20250120-0018,18,C0188,R008,A006,M020,3,285.03,10,20,58,COD,Delivered,Chennai
2025-01-20,2025-01-20 11:25:00,ORD-20250120-0019,19,C0030,R017,A010,M011,1,₹245.99,0,49,69,Card,Delivered,Pune
2025-01-20,2025-01-20 19:05:00,ORD-20250120-0020,20,C0067,R015,A008,M015,2,362.93,0,30,43,Card,Delivered,Delhi
2025-01-20,2025-01-20 23:50:00,ORD-20250120-0021,21,C0119,R004,A012,M012,4,153.79,5,0,36,Wallet,Delivered,DELHI
2025-01-20,2025-01-20 10:14:00,ORD-20250120-0022,22,C0050,R004,A002,M017,1,334.7,0,40,-74,Net Banking,Delivered,DELHI
2025-01-20,2025-01-20 18:56:00,ORD-20250120-0023,23,C0045,R018,A003,M003,4,281.02,20,20,35,Card,Delivered,Bangalore
2025-01-20,2025-01-20 11:28:00,ORD-20250120-0024,24,C0178,R010,A011,M014,2,422.84,0,0,47,UPI,Delivered,Chennai
2025-01-20,2025-01-20 16:43:00,ORD-20250120-0025,25,C0123,R007,A007,M010,4,112.42,0,49,66,UPI,Delivered,Pune
2025-01-20,2025-01-20 13:13:00,ORD-20250120-0026,26,C0102,R005,A005,M019,4,312.77,15,0,54,Wallet,Delivered,Mumbai
2025-01-20,2025-01-20 21:02:00,ORD-20250120-0027,27,C0029,R002,A006,M018,4,₹164.31,5,30,25,UPI,Delivered,DELHI
2025-01-20,2025-01-20 19:26:00,ORD-20250120-0028,28,C0170,R017,,M010,3,224.25,10,49,63,Wallet,Cancelled,mumbai
2025-01-20,2025-01-20 19:23:00,ORD-20250120-0029,29,C0113,R006,,M018,4,201.58,0,49,62,Wallet,Cancelled,Mumbai
2025-01-20,2025-01-20 12:09:00,ORD-20250120-0030,30,C0019,R015,A009,M019,1,383.4,25,0,-44,Card,Delivered,DELHI
2025-01-20,2025-01-20 14:58:00,ORD-20250120-0031,31,C0068,R011,A013,M004,2,237.42,20,49,21,COD,Delivered,Mumbai
2025-01-20,2025-01-20 13:33:00,ORD-20250120-0032,32,C0129,R011,A002,M014,1,293.91,0,30,75,Wallet,Delivered,Mumbai
2025-01-20,2025-01-20 23:01:00,ORD-20250120-0033,33,C0189,R020,A003,M019,1,244.76,0,49,70,Net Banking,Delivered,Hyderabad
2025-01-20,2025-01-20 13:52:00,ORD-20250120-0034,34,C0096,R003,A009,M011,1,359.18,15,20,23,UPI,Delivered,Delhi
2025-01-20,2025-01-20 11:36:00,ORD-20250120-0035,35,C0062,R019,A014,M003,2,395.55,15,30,22,Net Banking,Delivered,Mumbai
2025-01-20,2025-01-20 19:03:00,ORD-20250120-0036,36,C0177,R017,A013,M011,1, 396.57 ,15,0,71,COD,Delivered,mumbai
2025-01-20,2025-01-20 13:25:00,ORD-20250120-0037,37,C0018,R011,A007,M017,4,131.75,15,49,61,Wallet,Delivered,Hyderabad
2025-01-20,2025-01-20 13:22:00,ORD-20250120-0038,38,C0062,R020,A011,M002,3,281.48,20,0,38,Card,Delivered,mumbai
2025-01-20,2025-01-20 20:15:00,ORD-20250120-0039,39,C0023,R011,A004,M013,4,290.2,0,0,39,Net Banking,Delivered,Mumbai
2025-01-20,2025-01-20 20:08:00,ORD-20250120-0040,40,C0131,R008,A008,M016,1,396.45,20,40,15,COD,Delivered,Pune
2025-01-20,2025-01-20 12:33:00,ORD-20250120-0041,41,C0022,R013,A014,M009,4,108.32,25,30,55,Card,Delivered,DELHI
2025-01-20,2025-01-20 23:52:00,ORD-20250120-0042,42,C0163,R010,A001,M014,3,₹436.43,0,20,46,UPI,Delivered,Pune
2025-01-20,2025-01-20 12:31:00,ORD-20250120-0043,43,C0108,R007,A014,M014,1,177.42,0,49,63,Wallet,Delivered,Chennai
2025-01-20,2025-01-20 22:13:00,ORD-20250120-0044,44,C0006,R019,A001,M014,4,263.26,0,49,26,Wallet,Delivered,Pune
2025-01-20,2025-01-20 19:32:00,ORD-20250120-0045,45,C0117,R009,A006,M011,1,396.6,15,49,62,COD,Delivered,mumbai
2025-01-20,2025-01-20 11:29:00,ORD-20250120-0046,46,C0069,R007,A007,M001,1,371.87,10,0,27,COD,Delivered,DELHI
2025-01-20,2025-01-20 22:33:00,ORD-20250120-0047,47,C0017,R017,A008,M016,4,321.2,5,20,40,Net Banking,Delivered,mumbai
2025-01-20,2025-01-20 17:58:00,ORD-20250120-0001,1,C0129,R004,,M012,2,280.18,0,0,60,COD,Cancelled,Kolkata
2025-01-20,2025-01-20 10:47:00,ORD-20250120-0017,17,C0064,R013,A002,M005,1,423.84,0,40,46,Card,Delivered,DELHI
2025-01-20,2025-01-20 20:40:00,ORD-20250120-0007,7,C0132,R013,A003,M001,1,389.21,0,40,17,Card,Delivered,DELHI
