dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-03-18,2025-03-18 13:20:00,ORD-20250318-0001,1,C0149,R011,A009,M016,1,337.4,0,40,30,Wallet,Delivered,Bangalore
2025-03-18,2025-03-18 17:25:00,ORD-20250318-0002,2,C0005,R014,A003,M015,3,449.22,25,49,25,UPI,Delivered,Delhi
2025-03-18,2025-03-18 19:45:00,ORD-20250318-0003,3,C0138,R002,A015,M020,4,340.11,5,20,30,COD,Delivered,Kolkata
2025-03-18,2025-03-18 17:44:00,ORD-20250318-0004,4,C0062,R013,A012,M011,1,110.32,5,0,19,COD,Delivered,Mumbai
2025-03-18,2025-03-18 23:46:00,ORD-20250318-0005,5,C0037,R015,A007,M006,2,433.17,0,49,53,Wallet,Delivered,Bangalore
2025-03-18,2025-03-18 20:28:00,ORD-20250318-0006,6,C0063,R008,,M009,3,279.45,0,20,65,Net Banking,Cancelled,Bangalore
2025-03-18,2025-03-18 14:09:00,ORD-20250318-0007,7,C0149,R019,A007,M014,2,298.65,0,40,42,Wallet,Out for Delivery,Delhi
2025-03-18,2025-03-18 12:09:00,ORD-20250318-0008,8,C0136,R001,A004,M001,4,100.4,20,0,54,COD,Delivered,Delhi
2025-03-18,2025-03-18 14:04:00,ORD-20250318-0009,9,C0118,R008,A003,M008,2,297.83,10,30,55,Wallet,Delivered,mumbai
2025-03-18,2025-03-18 15:52:00,ORD-20250318-0010,10,C0021,R011,A009,M006,3,287.51,20,40,60,COD,Delivered,Bangalore
2025-03-18,2025-03-18 23:43:00,ORD-20250318-0011,11,C0195,R008,A012,M015,1,294.36,10,40,34,COD,Delivered,Mumbai
2025-03-18,2025-03-18 21:05:00,ORD-20250318-0012,12,C0085,R008,A006,M008,2,390.55,20,30,17,UPI,Delivered,Delhi
2025-03-18,2025-03-18 12:33:00,ORD-20250318-0013,13,C0019,R017,A009,M010,2,315.48,0,20,70,UPI,Delivered,Mumbai
2025-03-18,2025-03-18 16:29:00,ORD-20250318-0014,14,C0148,R019,A015,M003,2, 185.08 ,0,40,37,COD,Delivered,Delhi
2025-03-18,2025-03-18 20:58:00,ORD-20250318-0015,15,C0127,R010,A007,M016,4, 146.55 ,20,49,49,Net Banking,Delivered,mumbai
2025-03-18,2025-03-18 12:30:00,ORD-20250318-0016,16,C0199,R011,A007,M007,4,341.78,10,20,21,UPI,Delivered,DELHI
2025-03-18,2025-03-18 19:43:00,ORD-20250318-0017,17,C0053,R004,,M013,2,407.02,25,49,75,Card,Cancelled,Hyderabad
2025-03-18,2025-03-18 21:19:00,ORD-20250318-0018,18,C0035,R001,A009,M011,1,436.04,0,40,43,Net Banking,Delivered,Chennai
2025-03-18,2025-03-18 12:39:00,ORD-20250318-0019,19,C0194,R018,A011,M001,1, 375.6 ,0,30,55,UPI,Delivered,Chennai
2025-03-18,2025-03-18 11:00:00,ORD-20250318-0020,20,C0006,R004,A006,M019,1,97.2,25,20,40,Net Banking,Delivered,Bangalore
2025-03-18,2025-03-18 17:06:00,ORD-20250318-0021,21,C0107,R015,A014,M012,1,213.67,15,30,20,Net Banking,Delivered,Bangalore
2025-03-18,2025-03-18 13:37:00,ORD-20250318-0022,22,C0127,R009,A008,M006,3,135.19,15,49,71,Card,Delivered,Kolkata
2025-03-18,2025-03-18 15:05:00,ORD-20250318-0023,23,C0148,R018,A014,M010,3,220.11,20,0,65,Wallet,Delivered,DELHI
2025-03-18,2025-03-18 18:37:00,ORD-20250318-0024,24,C0067,R018,A014,M019,3,118.89,20,20,59,COD,Delivered,DELHI
2025-03-18,2025-03-18 18:08:00,ORD-20250318-0025,25,C0129,R001,A004,M017,1,195.44,0,20,37,UPI,Delivered,Bangalore
2025-03-18,2025-03-18 22:36:00,ORD-20250318-0026,26,C0194,R017,A003,M020,4,292.34,0,30,30,Net Banking,Delivered,Mumbai
2025-03-18,2025-03-18 19:37:00,ORD-20250318-0027,27,C0114,R017,A013,M011,4,₹106.16,0,20,75,Wallet,Delivered,DELHI
2025-03-18,2025-03-18 20:46:00,ORD-20250318-0028,28,C0137,R017,A003,M003,4,236.28,10,20,25,COD,Delivered,DELHI
2025-03-18,2025-03-18 22:18:00,ORD-20250318-0029,29,C0078,R010,A008,M013,3,191.7,25,0,58,UPI,Delivered,mumbai
2025-03-18,2025-03-18 22:00:00,ORD-20250318-0030,30,C0076,R020,A005,M009,1,214.46,10,30,69,Wallet,Delivered,Hyderabad
2025-03-18,2025-03-18 11:58:00,ORD-20250318-0031,31,C0059,R005,A009,M004,1,338.89,10,49,21,Net Banking,Delivered,Delhi
2025-03-18,2025-03-18 10:03:00,ORD-20250318-0032,32,C0125,R005,A007,M014,3,106.19,0,40,-33,UPI,Delivered,Chennai
2025-03-18,2025-03-18 18:48:00,ORD-20250318-0033,33,C0191,R010,A012,M010,2,265.97,0,49,31,Wallet,Delivered,DELHI
2025-03-18,2025-03-18 11:07:00,ORD-20250318-0034,34,C0109,R014,A010,M010,4,140.05,0,30,65,Net Banking,Delivered,Pune
2025-03-18,2025-03-18 21:35:00,ORD-20250318-0035,35,C0094,R020,A004,M004,2,418.58,5,20,31,Wallet,Delivered,Bangalore
2025-03-18,2025-03-18 22:13:00,ORD-20250318-0036,36,C0141,R018,A002,M003,4,298.69,15,40,50,Wallet,Delivered,Bangalore
2025-03-18,2025-03-18 22:38:00,ORD-20250318-0037,37,C0161,R006,A008,M010,4,272.09,25,30,68,COD,Delivered,Delhi
2025-03-18,2025-03-18 15:47:00,ORD-20250318-0038,38,C0072,R014,A011,M007,4,433.45,0,40,24,Wallet,Delivered,Pune
2025-03-18,2025-03-18 14:29:00,ORD-20250318-0039,39,C0161,R006,A006,M016,3,326.76,25,30,19,Card,Delivered,DELHI
2025-03-18,2025-03-18 19:54:00,ORD-20250318-0040,40,C0064,R007,A015,M008,2,308.29,0,0,34,Net Banking,Delivered,Delhi
2025-03-18,2025-03-18 15:43:00,ORD-20250318-0041,41,C0190,R019,A008,M019,1,292.89,15,49,40,UPI,Delivered,mumbai
2025-03-18,2025-03-18 17:52:00,ORD-20250318-0042,42,C0080,R003,A014,M017,2, 419.97 ,5,30,23,COD,Delivered,Bangalore
2025-03-18,2025-03-18 12:29:00,ORD-20250318-0043,43,C0104,R019,A011,M016,1,200.46,20,30,36,COD,Delivered,Bangalore
2025-03-18,2025-03-18 20:27:00,ORD-20250318-0044,44,C0024,R013,A013,M020,3,291.91,10,30,56,Net Banking,Delivered,Delhi
2025-03-18,2025-03-18 18:51:00,ORD-20250318-0045,45,C0003,R012,A014,M011,4,98.8,25,20,66,COD,Delivered,Kolkata
2025-03-18,2025-03-18 20:08:00,ORD-20250318-0046,46,C0007,R012,A004,M014,4,₹397.12,25,40,24,COD,Delivered,mumbai
2025-03-18,2025-03-18 11:59:00,ORD-20250318-0047,47,C0170,R006,A015,M018,4,₹170.55,20,49,44,Card,Delivered,Pune
2025-03-18,2025-03-18 10:28:00,ORD-20250318-0048,48,C0127,R009,A012,M018,1,435.6,0,0,32,Wallet,Cancelled,Delhi
2025-03-18,2025-03-18 12:29:00,ORD-20250318-0049,49,C0125,R007,A013,M004,4,189.53,0,40,49,Card,Delivered,Hyderabad
2025-03-18,2025-03-18 17:34:00,ORD-20250318-0050,50,C0175,R018,A003,M016,4,209.25,20,30,68,Card,Delivered,DELHI
2025-03-18,2025-03-18 10:52:00,ORD-20250318-0051,51,C0185,R019,A007,M012,3,243.24,10,49,65,Net Banking,Delivered,Chennai
2025-03-18,2025-03-18 13:44:00,ORD-20250318-0052,52,C0070,R002,A011,M016,2,146.62,5,20,23,Wallet,Delivered,Delhi
2025-03-18,2025-03-18 20:58:00,ORD-20250318-0053,53,C0123,R003,A003,M002,1,₹289.21,5,30,51,Net Banking,Delivered,Chennai
2025-03-18,2025-03-18 20:40:00,ORD-20250318-0054,54,C0158,R008,A013,M007,2,212.14,10,49,17,Net Banking,Delivered,mumbai
2025-03-18,2025-03-18 20:55:00,ORD-20250318-0055,55,C0135,R004,A013,M007,2,357.73,0,49,41,Net Banking,Delivered,Kolkata
2025-03-18,2025-03-18 20:17:00,ORD-20250318-0056,56,C0116,R011,A004,M017,2,211.76,0,49,25,UPI,Delivered,Kolkata
2025-03-18,2025-03-18 20:56:00,ORD-20250318-0057,57,C0162,R019,A008,M016,2,92.28,15,0,43,UPI,Delivered,Bangalore
2025-03-18,2025-03-18 13:27:00,ORD-20250318-0058,58,C0139,R003,A005,M002,4,370.19,0,0,71,Card,Delivered,Kolkata
2025-03-18,2025-03-18 11:08:00,ORD-20250318-0059,59,C0019,R009,A014,M019,1,351.53,20,40,27,Wallet,Delivered,Pune
2025-03-18,2025-03-18 21:07:00,ORD-20250318-0060,60,C0164,R019,A003,M009,4,420.75,0,49,36,Wallet,Delivered,Mumbai
2025-03-18,2025-03-18 23:11:00,ORD-20250318-0061,61,C0002,R006,A011,M007,2,117.56,0,49,74,COD,Delivered,Pune
2025-03-18,2025-03-18 19:09:00,ORD-20250318-0062,62,C0016,R004,A015,M018,3,355.02,25,20,15,Wallet,Delivered,Mumbai
2025-03-18,2025-03-18 16:20:00,ORD-20250318-0063,63,C0121,R005,,M016,1,234.0,15,40,27,Card,Cancelled,Chennai
2025-03-18,2025-03-18 14:47:00,ORD-20250318-0064,64,C0002,R012,A007,M008,3,236.16,0,49,48,Card,Delivered,Bangalore
2025-03-18,2025-03-18 11:28:00,ORD-20250318-0065,65,C0181,R016,A010,M006,4,128.14,10,40,45,Card,Delivered,Pune
2025-03-18,2025-03-18 16:04:00,ORD-20250318-0066,66,C0169,R015,A005,M007,2,89.37,20,40,69,UPI,Delivered,Mumbai
2025-03-18,2025-03-18 11:40:00,ORD-20250318-0067,67,C0133,R010,A014,M015,4,416.95,15,20,37,UPI,Delivered,mumbai
2025-03-18,2025-03-18 11:09:00,ORD-20250318-0068,68,C0071,R002,A011,M018,4,221.57,15,40,26,Card,Out for Delivery,mumbai
2025-03-18,2025-03-18 11:34:00,ORD-20250318-0069,69,C0016,R007,A002,M017,3,313.75,10,30,56,Net Banking,Delivered,Mumbai
2025-03-18,2025-03-18 19:25:00,ORD-20250318-0070,70,C0191,R002,A006,M001,1,250.08,0,20,67,Wallet,Delivered,Mumbai
2025-03-18,2025-03-18 16:26:00,ORD-20250318-0071,71,C0127,R015,A002,M010,2,84.19,20,49,75,Net Banking,Delivered,Hyderabad
2025-03-18,2025-03-18 13:27:00,ORD-20250318-0072,72,C0021,R018,A004,M019,3,206.05,20,30,44,COD,Delivered,DELHI
2025-03-18,2025-03-18 17:53:00,ORD-20250318-0073,73,C0142,R004,A005,M017,1,347.8,5,49,17,Net Banking,Delivered,Mumbai
2025-03-18,2025-03-18 22:54:00,ORD-20250318-0074,74,C0153,R010,A007,M014,4,330.96,10,0,48,Net Banking,Delivered,Mumbai
2025-03-18,2025-03-18 18:48:00,ORD-20250318-0033,33,C0191,R010,A012,M010,2,265.97,0,49,31,Wallet,Delivered,DELHI
2025-03-18,2025-03-18 22:54:00,ORD-20250318-0074,74,C0153,R010,A007,M014,4,330.96,10,0,48,Net Banking,Delivered,Mumbai
2025-03-18,2025-03-18 18:48:00,ORD-20250318-0033,33,C0191,R010,A012,M010,2,265.97,0,49,31,Wallet,Delivered,DELHI
