dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-02-24,2025-02-24 23:27:00,ORD-20250224-0001,1,C0087,R003,,M016,2,110.88,10,49,30,Card,Cancelled,Bangalore
2025-02-24,2025-02-24 21:50:00,ORD-20250224-0002,2,C0191,R016,A013,M014,3,206.79,15,0,20,COD,Delivered,Chennai
2025-02-24,2025-02-24 16:48:00,ORD-20250224-0003,3,C0109,R011,A010,M004,1,248.63,10,49,59,COD,Delivered,DELHI
2025-02-24,2025-02-24 11:55:00,ORD-20250224-0004,4,C0189,R007,A013,M010,3,88.69,25,30,52,Wallet,Delivered,mumbai
2025-02-24,2025-02-24 15:28:00,ORD-20250224-0005,5,C0078,R010,A005,M014,3,279.37,25,20,54,COD,Delivered,Delhi
2025-02-24,2025-02-24 22:08:00,ORD-20250224-0006,6,C0085,R011,A008,M017,4,₹183.41,15,0,28,Card,Delivered,Delhi
2025-02-24,2025-02-24 13:19:00,ORD-20250224-0007,7,C0196,R013,A012,M012,4,199.59,20,20,49,Card,Delivered,Pune
2025-02-24,2025-02-24 17:56:00,ORD-20250224-0008,8,C0126,R003,A003,M008,3,355.38,5,30,70,UPI,Delivered,Kolkata
2025-02-24,2025-02-24 15:49:00,ORD-20250224-0009,9,C0118,R005,A010,M020,4,235.99,0,0,71,Net Banking,Delivered,Mumbai
2025-02-24,2025-02-24 23:15:00,ORD-20250224-0010,10,C0156,R008,A008,M007,4,248.03,10,20,52,UPI,Out for Delivery,Delhi
2025-02-24,2025-02-24 18:11:00,ORD-20250224-0011,11,C0181,R002,A015,M001,3,93.01,0,40,62,Net Banking,Delivered,Hyderabad
2025-02-24,2025-02-24 20:46:00,ORD-20250224-0012,12,C0035,R002,A001,M007,4,227.03,15,0,68,Card,Delivered,mumbai
2025-02-24,2025-02-24 18:50:00,ORD-20250224-0013,13,C0131,R016,A009,M020,3,209.37,25,49,61,Net Banking,Delivered,mumbai
2025-02-24,2025-02-24 11:06:00,ORD-20250224-0014,14,C0075,R020,A010,M003,3,234.19,20,49,60,COD,Delivered,Hyderabad
2025-02-24,2025-02-24 20:45:00,ORD-20250224-0015,15,C0147,R012,A014,M004,2,430.85,20,40,48,Wallet,Delivered,DELHI
2025-02-24,2025-02-24 14:09:00,ORD-20250224-0016,16,C0005,R001,A007,M008,3, 102.37 ,15,20,31,Card,Delivered,Bangalore
2025-02-24,2025-02-24 10:46:00,ORD-20250224-0017,17,C0114,R014,A013,M012,2,159.92,15,40,42,Wallet,Delivered,Kolkata
2025-02-24,2025-02-24 23:44:00,ORD-20250224-0018,18,C0019,R001,A011,M018,2,359.41,15,20,48,Wallet,Delivered,mumbai
2025-02-24,2025-02-24 16:04:00,ORD-20250224-0019,19,C0037,R019,A007,M015,2,122.01,15,30,55,UPI,Delivered,Pune
2025-02-24,2025-02-24 21:14:00,ORD-20250224-0020,20,C0031,R012,A011,M007,2,333.06,15,20,74,UPI,Cancelled,Mumbai
2025-02-24,2025-02-24 18:49:00,ORD-20250224-0021,21,C0085,R019,A013,M002,1,401.03,25,0,28,Card,Delivered,Bangalore
2025-02-24,2025-02-24 13:51:00,ORD-20250224-0022,22,C0126,R008,A005,M007,2,195.19,0,49,51,Net Banking,Delivered,Bangalore
2025-02-24,2025-02-24 23:04:00,ORD-20250224-0023,23,C0195,R016,A015,M016,3,349.2,0,0,17,Net Banking,Delivered,Bangalore
2025-02-24,2025-02-24 17:57:00,ORD-20250224-0024,24,C0069,R018,A006,M005,1,414.08,25,49,41,COD,Delivered,Bangalore
2025-02-24,2025-02-24 14:43:00,ORD-20250224-0025,25,C0016,R009,A002,M019,4,338.67,20,40,25,Card,Delivered,Chennai
2025-02-24,2025-02-24 17:03:00,ORD-20250224-0026,26,C0109,R011,,M018,4,140.28,25,49,38,Net Banking,Cancelled,mumbai
