dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-03-25,2025-03-25 22:00:00,ORD-20250325-0001,1,C0117,R002,A004,M016,3,329.66,5,0,26,Wallet,Delivered,DELHI
2025-03-25,2025-03-25 15:07:00,ORD-20250325-0002,2,C0023,R017,A014,M014,1,208.45,0,20,39,Card,Delivered,mumbai
2025-03-25,2025-03-25 14:32:00,ORD-20250325-0003,3,C0153,R009,A008,M013,3, 222.95 ,25,30,57,Card,Delivered,Hyderabad
2025-03-25,2025-03-25 14:08:00,ORD-20250325-0004,4,C0087,R009,A006,M017,1,430.18,0,0,38,Wallet,Delivered,Pune
2025-03-25,2025-03-25 17:44:00,ORD-20250325-0005,5,C0096,R001,A014,M010,3,159.76,0,20,63,UPI,Delivered,Hyderabad
2025-03-25,2025-03-25 21:09:00,ORD-20250325-0006,6,C0108,R001,A011,M006,3,₹366.68,15,40,53,Wallet,Delivered,mumbai
2025-03-25,2025-03-25 20:52:00,ORD-20250325-0007,7,C0051,R007,A002,M012,4,226.0,25,40,27,COD,Delivered,DELHI
2025-03-25,2025-03-25 16:27:00,ORD-20250325-0008,8,C0185,R012,A012,M008,1,283.54,15,40,54,Net Banking,Delivered,Bangalore
2025-03-25,2025-03-25 11:16:00,ORD-20250325-0009,9,C0134,R013,A011,M018,2,285.93,15,0,16,Wallet,Delivered,Hyderabad
2025-03-25,2025-03-25 14:25:00,ORD-20250325-0010,10,C0109,R015,A014,M008,1,176.18,0,40,64,Net Banking,Delivered,Pune
2025-03-25,2025-03-25 16:00:00,ORD-20250325-0011,11,C0011,R003,A007,M004,4,167.12,0,0,61,Wallet,Delivered,Pune
2025-03-25,2025-03-25 18:23:00,ORD-20250325-0012,12,C0088,R015,A004,M020,2,388.37,10,0,21,Net Banking,Delivered,Kolkata
2025-03-25,2025-03-25 16:37:00,ORD-20250325-0013,13,C0102,R009,A002,M018,3,₹307.53,10,30,25,Net Banking,Delivered,Delhi
2025-03-25,2025-03-25 17:42:00,ORD-20250325-0014,14,C0052,R001,A015,M009,1,423.87,25,30,15,COD,Delivered,Delhi
2025-03-25,2025-03-25 20:00:00,ORD-20250325-0015,15,C0188,R014,A004,M004,3,339.87,25,0,71,Net Banking,Out for Delivery,Bangalore
2025-03-25,2025-03-25 23:07:00,ORD-20250325-0016,16,C0110,R013,A013,M010,1,378.68,15,20,31,Net Banking,Delivered,mumbai
2025-03-25,2025-03-25 12:34:00,ORD-20250325-0017,17,C0192,R001,A013,M017,2,263.13,20,0,40,Wallet,Delivered,DELHI
2025-03-25,2025-03-25 13:54:00,ORD-20250325-0018,18,C0128,R011,A009,M001,1,₹358.91,0,40,16,COD,Delivered,Kolkata
2025-03-25,2025-03-25 23:17:00,ORD-20250325-0019,19,C0184,R013,A008,M012,4, 105.02 ,0,40,26,Net Banking,Out for Delivery,Chennai
2025-03-25,2025-03-25 14:58:00,ORD-20250325-0020,20,C0051,R011,A009,M010,1,124.03,0,40,33,Wallet,Delivered,Hyderabad
2025-03-25,2025-03-25 15:32:00,ORD-20250325-0021,21,C0134,R007,A009,M019,3,245.59,20,40,35,UPI,Delivered,Pune
2025-03-25,2025-03-25 14:16:00,ORD-20250325-0022,22,C0091,R001,A004,M008,1,135.17,0,30,67,Card,Delivered,Bangalore
2025-03-25,2025-03-25 20:21:00,ORD-20250325-0023,23,C0130,R019,A010,M004,4,198.54,0,40,75,COD,Delivered,Mumbai
2025-03-25,2025-03-25 14:07:00,ORD-20250325-0024,24,C0112,R017,A012,M019,3,142.09,0,30,48,UPI,Delivered,Mumbai
2025-03-25,2025-03-25 16:01:00,ORD-20250325-0025,25,C0102,R016,A012,M001,4,445.25,0,49,28,COD,Delivered,Mumbai
2025-03-25,2025-03-25 10:43:00,ORD-20250325-0026,26,C0148,R006,A009,M016,3,136.68,15,40,16,Net Banking,Delivered,mumbai
2025-03-25,2025-03-25 12:04:00,ORD-20250325-0027,27,C0139,R006,A014,M012,1,376.12,0,40,36,Net Banking,Delivered,Hyderabad
2025-03-25,2025-03-25 19:28:00,ORD-20250325-0028,28,C0138,R013,A007,M020,1,380.63,20,49,25,Wallet,Delivered,DELHI
2025-03-25,2025-03-25 20:12:00,ORD-20250325-0029,29,C0054,R014,A006,M019,4,119.94,0,0,59,Card,Delivered,Kolkata
2025-03-25,2025-03-25 14:16:00,ORD-20250325-0030,30,C0021,R011,A009,M018,4,392.96,25,30,72,COD,Delivered,Hyderabad
2025-03-25,2025-03-25 22:06:00,ORD-20250325-0031,31,C0140,R008,A012,M020,2,415.41,5,20,75,Wallet,Delivered,Hyderabad
2025-03-25,2025-03-25 21:26:00,ORD-20250325-0032,32,C0026,R013,A008,M006,3,254.82,0,49,47,UPI,Delivered,Pune
2025-03-25,2025-03-25 18:53:00,ORD-20250325-0033,33,C0029,R014,A004,M004,4,445.8,15,40,65,UPI,Delivered,Chennai
2025-03-25,2025-03-25 18:47:00,ORD-20250325-0034,34,C0155,R014,A007,M016,3,139.02,0,20,57,Net Banking,Delivered,DELHI
2025-03-25,2025-03-25 10:50:00,ORD-20250325-0035,35,C0053,R005,A015,M015,2,288.3,20,40,39,UPI,Delivered,Delhi
2025-03-25,2025-03-25 13:29:00,ORD-20250325-0036,36,C0073,R003,A004,M006,1,322.99,25,20,63,UPI,Delivered,DELHI
2025-03-25,2025-03-25 12:08:00,ORD-20250325-0037,37,C0178,R001,A011,M009,2,88.17,0,40,32,Wallet,Delivered,Bangalore
