dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-03-15,2025-03-15 21:01:00,ORD-20250315-0001,1,C0106,R015,A009,M010,4,263.21,0,49,46,UPI,Delivered,Chennai
2025-03-15,2025-03-15 22:54:00,ORD-20250315-0002,2,C0168,R012,A008,M001,4,175.72,0,0,34,UPI,Delivered,Kolkata
2025-03-15,2025-03-15 14:10:00,ORD-20250315-0003,3,C0071,R002,A007,M010,3,187.61,0,40,18,COD,Delivered,Bangalore
2025-03-15,2025-03-15 12:27:00,ORD-20250315-0004,4,C0175,R011,A010,M014,2,235.38,10,0,71,Wallet,Delivered,Delhi
2025-03-15,2025-03-15 23:19:00,ORD-20250315-0005,5,C0134,R002,A007,M018,3,435.85,0,30,41,UPI,Delivered,Delhi
2025-03-15,2025-03-15 23:37:00,ORD-20250315-0006,6,C0057,R013,A006,M018,4,181.85,25,40,-46,Card,Delivered,Pune
2025-03-15,2025-03-15 14:59:00,ORD-20250315-0007,7,C0122,R003,A005,M018,1,164.16,0,49,73,Wallet,Delivered,Hyderabad
2025-03-15,2025-03-15 15:46:00,ORD-20250315-0008,8,C0180,R011,A003,M016,4,91.68,0,20,74,COD,Delivered,Chennai
2025-03-15,2025-03-15 22:41:00,ORD-20250315-0009,9,C0150,R011,,M008,2,346.23,20,40,40,UPI,Cancelled,Kolkata
2025-03-15,2025-03-15 18:57:00,ORD-20250315-0010,10,C0084,R013,A015,M014,1, 391.76 ,0,49,50,Card,Delivered,Delhi
2025-03-15,2025-03-15 11:53:00,ORD-20250315-0011,11,C0020,R004,A006,M005,1,137.24,15,30,70,COD,Delivered,mumbai
2025-03-15,2025-03-15 21:28:00,ORD-20250315-0012,12,C0172,R003,A001,M009,3,419.44,25,40,33,Wallet,Delivered,DELHI
2025-03-15,2025-03-15 10:51:00,ORD-20250315-0013,13,C0159,R001,,M009,2,220.84,15,30,61,Card,Cancelled,Delhi
2025-03-15,2025-03-15 23:12:00,ORD-20250315-0014,14,C0125,R005,A003,M018,2,157.29,20,20,41,UPI,Delivered,Bangalore
2025-03-15,2025-03-15 19:20:00,ORD-20250315-0015,15,C0095,R009,A010,M018,4,201.82,20,30,70,Net Banking,Delivered,Mumbai
2025-03-15,2025-03-15 23:03:00,ORD-20250315-0016,16,C0089,R014,A005,M005,3,399.0,0,49,-56,Wallet,Delivered,Delhi
2025-03-15,2025-03-15 21:05:00,ORD-20250315-0017,17,C0110,R002,,M020,2,289.19,20,0,27,Card,Cancelled,Delhi
2025-03-15,2025-03-15 10:57:00,ORD-20250315-0018,18,C0197,R001,A011,M007,2, 125.91 ,20,49,74,Net Banking,Delivered,Mumbai
2025-03-15,2025-03-15 10:44:00,ORD-20250315-0019,19,C0184,R016,A006,M015,4,422.47,15,40,23,COD,Delivered,Pune
2025-03-15,2025-03-15 17:26:00,ORD-20250315-0020,20,C0080,R014,A005,M020,3,248.93,0,49,36,Wallet,Delivered,Mumbai
2025-03-15,2025-03-15 19:20:00,ORD-20250315-0021,21,C0153,R020,A001,M002,2,383.93,20,20,61,UPI,Delivered,Mumbai
