dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-02-07,2025-02-07 23:00:00,ORD-20250207-0001,1,C0049,R018,A015,M015,2,125.95,0,49,17,Card,Delivered,Kolkata
2025-02-07,2025-02-07 12:52:00,ORD-20250207-0002,2,C0079,R009,A003,M014,1,114.72,5,49,28,Card,Delivered,Mumbai
2025-02-07,2025-02-07 18:09:00,ORD-20250207-0003,3,C0074,R007,A006,M005,2,329.23,5,0,56,Card,Delivered,DELHI
2025-02-07,2025-02-07 23:18:00,ORD-20250207-0004,4,C0017,R009,A015,M006,3,275.81,0,40,32,Wallet,Delivered,Hyderabad
2025-02-07,2025-02-07 21:55:00,ORD-20250207-0005,5,C0064,R006,A010,M017,4, 89.04 ,5,0,16,UPI,Delivered,mumbai
2025-02-07,2025-02-07 17:06:00,ORD-20250207-0006,6,C0172,R018,A006,M006,2,427.32,25,20,46,Card,Delivered,Pune
2025-02-07,2025-02-07 17:25:00,ORD-20250207-0007,7,C0017,R015,A008,M005,2,204.89,10,40,75,Net Banking,Delivered,Kolkata
2025-02-07,2025-02-07 16:06:00,ORD-20250207-0008,8,C0087,R008,A013,M019,2,304.67,0,0,37,UPI,Delivered,Hyderabad
2025-02-07,2025-02-07 14:53:00,ORD-20250207-0009,9,C0057,R008,A003,M019,4,308.93,15,49,26,Net Banking,Delivered,mumbai
2025-02-07,2025-02-07 13:13:00,ORD-20250207-0010,10,C0181,R019,A010,M003,1,161.79,0,20,43,COD,Delivered,Chennai
2025-02-07,2025-02-07 15:29:00,ORD-20250207-0011,11,C0171,R003,A002,M010,1,235.93,0,40,69,Card,Delivered,Delhi
2025-02-07,2025-02-07 10:00:00,ORD-20250207-0012,12,C0184,R009,A005,M009,2,225.15,0,49,66,Wallet,Delivered,Delhi
2025-02-07,2025-02-07 14:09:00,ORD-20250207-0013,13,C0041,R001,A003,M002,2,420.34,5,30,25,UPI,Delivered,DELHI
2025-02-07,2025-02-07 17:58:00,ORD-20250207-0014,14,C0140,R011,A010,M016,2,149.69,0,0,-52,UPI,Delivered,Kolkata
2025-02-07,2025-02-07 13:40:00,ORD-20250207-0015,15,C0036,R011,A007,M017,4,424.78,15,49,41,COD,Delivered,DELHI
2025-02-07,2025-02-07 20:19:00,ORD-20250207-0016,16,C0119,R001,A013,M008,4,315.96,20,30,56,Net Banking,Delivered,DELHI
2025-02-07,2025-02-07 14:52:00,ORD-20250207-0017,17,C0198,R003,A007,M011,2,203.17,15,0,67,Card,Delivered,Delhi
2025-02-07,2025-02-07 22:46:00,ORD-20250207-0018,18,C0128,R013,A006,M019,3,417.85,0,0,65,COD,Delivered,Hyderabad
2025-02-07,2025-02-07 17:47:00,ORD-20250207-0019,19,C0081,R005,A007,M006,3,270.86,0,20,71,UPI,Delivered,Pune
2025-02-07,2025-02-07 15:22:00,ORD-20250207-0020,20,C0123,R019,A004,M012,4,317.23,0,30,19,Net Banking,Delivered,Pune
2025-02-07,2025-02-07 13:03:00,ORD-20250207-0021,21,C0048,R020,A002,M016,2,372.33,0,0,16,COD,Delivered,Chennai
2025-02-07,2025-02-07 20:48:00,ORD-20250207-0022,22,C0039,R010,A003,M007,3,92.19,10,49,40,Wallet,Delivered,Pune
2025-02-07,2025-02-07 10:29:00,ORD-20250207-0023,23,C0111,R019,A001,M011,4,279.24,10,40,40,Wallet,Delivered,Mumbai
2025-02-07,2025-02-07 10:28:00,ORD-20250207-0024,24,C0130,R005,A007,M010,4,219.6,20,0,58,Card,Delivered,Hyderabad
2025-02-07,2025-02-07 18:26:00,ORD-20250207-0025,25,C0130,R006,,M012,3,204.09,20,20,51,COD,Cancelled,Kolkata
2025-02-07,2025-02-07 16:36:00,ORD-20250207-0026,26,C0193,R005,A013,M007,2,201.14,5,30,60,Net Banking,Delivered,DELHI
2025-02-07,2025-02-07 23:45:00,ORD-20250207-0027,27,C0156,R006,A005,M016,4,145.43,10,30,71,Net Banking,Cancelled,Kolkata
2025-02-07,2025-02-07 16:06:00,ORD-20250207-0028,28,C0012,R012,,M004,4,₹112.17,20,49,40,Wallet,Cancelled,Kolkata
2025-02-07,2025-02-07 22:47:00,ORD-20250207-0029,29,C0192,R017,A010,M017,2,180.58,10,0,63,Wallet,Cancelled,Chennai
2025-02-07,2025-02-07 11:33:00,ORD-20250207-0030,30,C0110,R020,A002,M011,2,326.87,5,20,70,COD,Delivered,DELHI
2025-02-07,2025-02-07 10:07:00,ORD-20250207-0031,31,C0102,R019,A007,M007,1,377.67,5,40,46,COD,Delivered,DELHI
2025-02-07,2025-02-07 22:00:00,ORD-20250207-0032,32,C0024,R006,,M006,4,159.57,0,0,55,Wallet,Cancelled,Delhi
2025-02-07,2025-02-07 15:09:00,ORD-20250207-0033,33,C0056,R003,A014,M007,4,315.75,10,0,52,UPI,Delivered,Bangalore
2025-02-07,2025-02-07 17:02:00,ORD-20250207-0034,34,C0047,R008,A015,M004,4,₹259.05,0,20,54,UPI,Delivered,Hyderabad
2025-02-07,2025-02-07 11:42:00,ORD-20250207-0035,35,C0198,R015,A007,M016,1,₹82.89,0,49,55,UPI,Delivered,mumbai
2025-02-07,2025-02-07 16:55:00,ORD-20250207-0036,36,C0088,R007,A009,M006,2,175.16,25,0,38,Card,Cancelled,Pune
2025-02-07,2025-02-07 21:31:00,ORD-20250207-0037,37,C0078,R014,A008,M020,1,412.23,0,40,24,COD,Delivered,Mumbai
