dt,order_ts,order_id,item_seq,customer_id,restaurant_id,agent_id,item_id,quantity,item_price,discount_pct,delivery_fee,delivery_time_mins,payment_mode,order_status,city
2025-02-08,2025-02-08 19:27:00,ORD-20250208-0001,1,C0131,R018,,M013,1,140.51,0,40,62,UPI,Cancelled,Pune
2025-02-08,2025-02-08 20:19:00,ORD-20250208-0002,2,C0140,R003,A011,M008,1,293.69,10,30,59,Net Banking,Delivered,mumbai
2025-02-08,2025-02-08 17:26:00,ORD-20250208-0003,3,C0019,R019,A010,M011,4, 352.98 ,0,0,43,Card,Delivered,Delhi
2025-02-08,2025-02-08 17:55:00,ORD-20250208-0004,4,C0120,R002,,M005,1,173.09,10,40,47,Net Banking,Cancelled,mumbai
2025-02-08,2025-02-08 20:08:00,ORD-20250208-0005,5,C0083,R007,A015,M005,3,315.36,10,49,51,COD,Delivered,Chennai
2025-02-08,2025-02-08 21:32:00,ORD-20250208-0006,6,C0128,R006,,M015,2,159.54,0,20,59,UPI,Cancelled,Hyderabad
2025-02-08,2025-02-08 19:32:00,ORD-20250208-0007,7,C0103,R014,A013,M007,3,363.34,0,40,30,COD,Delivered,Chennai
2025-02-08,2025-02-08 21:48:00,ORD-20250208-0008,8,C0101,R012,A010,M005,1,284.64,20,20,65,Net Banking,Delivered,Hyderabad
2025-02-08,2025-02-08 15:55:00,ORD-20250208-0009,9,C0058,R008,A011,M010,2,100.91,5,30,64,Card,Cancelled,Bangalore
2025-02-08,2025-02-08 11:23:00,ORD-20250208-0010,10,C0102,R007,A003,M009,4,158.36,20,20,71,Card,Cancelled,mumbai
2025-02-08,2025-02-08 10:18:00,ORD-20250208-0011,11,C0071,R009,A012,M012,1,353.87,5,30,70,COD,Delivered,Delhi
2025-02-08,2025-02-08 11:06:00,ORD-20250208-0012,12,C0120,R011,,M009,3,256.88,0,49,49,COD,Cancelled,Pune
2025-02-08,2025-02-08 16:15:00,ORD-20250208-0013,13,C0130,R004,A010,M012,1,125.52,25,49,26,Net Banking,Delivered,Pune
2025-02-08,2025-02-08 12:37:00,ORD-20250208-0014,14,C0153,R017,A008,M015,2,199.59,25,30,63,UPI,Delivered,Chennai
2025-02-08,2025-02-08 13:54:00,ORD-20250208-0015,15,C0001,R002,A002,M015,3,216.38,5,30,45,COD,Delivered,Hyderabad
2025-02-08,2025-02-08 10:21:00,ORD-20250208-0016,16,C0120,R018,A012,M006,2,₹449.13,0,20,31,Card,Delivered,Hyderabad
2025-02-08,2025-02-08 21:30:00,ORD-20250208-0017,17,C0137,R013,A012,M006,1,445.48,20,0,42,Wallet,Delivered,Kolkata
2025-02-08,2025-02-08 11:46:00,ORD-20250208-0018,18,C0007,R013,A004,M020,4,417.86,0,0,48,Wallet,Delivered,Mumbai
2025-02-08,2025-02-08 16:21:00,ORD-20250208-0019,19,C0003,R014,A005,M003,4,110.9,0,30,15,COD,Delivered,Delhi
2025-02-08,2025-02-08 16:02:00,ORD-20250208-0020,20,C0001,R009,A008,M002,2,286.43,5,20,22,UPI,Delivered,DELHI
2025-02-08,2025-02-08 16:56:00,ORD-20250208-0021,21,C0021,R009,A003,M020,3,93.57,20,49,53,Net Banking,Delivered,DELHI
2025-02-08,2025-02-08 14:10:00,ORD-20250208-0022,22,C0009,R002,A005,M003,3,130.47,5,40,25,Wallet,Delivered,Kolkata
2025-02-08,2025-02-08 11:45:00,ORD-20250208-0023,23,C0091,R019,A012,M012,3,353.75,25,30,57,Net Banking,Delivered,Hyderabad
2025-02-08,2025-02-08 22:57:00,ORD-20250208-0024,24,C0126,R020,A004,M017,1,205.81,5,40,43,Net Banking,Delivered,Pune
2025-02-08,2025-02-08 21:40:00,ORD-20250208-0025,25,C0026,R002,A010,M012,3,350.01,10,20,51,COD,Delivered,Chennai
2025-02-08,2025-02-08 22:27:00,ORD-20250208-0026,26,C0190,R001,A013,M005,4,309.02,0,49,41,Card,Delivered,mumbai
2025-02-08,2025-02-08 16:01:00,ORD-20250208-0027,27,C0125,R011,A002,M003,1,112.78,0,40,34,Card,Delivered,Delhi
2025-02-08,2025-02-08 18:01:00,ORD-20250208-0028,28,C0034,R009,A001,M012,3,443.59,20,30,30,Card,Delivered,Hyderabad
2025-02-08,2025-02-08 17:49:00,ORD-20250208-0029,29,C0117,R019,A008,M011,4,420.82,15,40,72,Card,Delivered,DELHI
2025-02-08,2025-02-08 22:47:00,ORD-20250208-0030,30,C0187,R012,A003,M005,2,428.97,10,40,44,UPI,Delivered,Delhi
2025-02-08,2025-02-08 20:31:00,ORD-20250208-0031,31,C0084,R006,A010,M006,2,309.83,20,30,71,Wallet,Delivered,Kolkata
2025-02-08,2025-02-08 17:16:00,ORD-20250208-0032,32,C0174,R019,A003,M019,1,383.38,0,40,15,Card,Delivered,Delhi
2025-02-08,2025-02-08 15:36:00,ORD-20250208-0033,33,C0183,R003,A007,M005,3,253.82,15,0,60,Wallet,Delivered,mumbai
2025-02-08,2025-02-08 16:45:00,ORD-20250208-0034,34,C0064,R011,A007,M006,1,195.55,0,30,18,COD,Delivered,Mumbai
2025-02-08,2025-02-08 16:50:00,ORD-20250208-0035,35,C0063,R007,,M009,4,274.46,0,40,72,Wallet,Cancelled,Hyderabad
2025-02-08,2025-02-08 20:13:00,ORD-20250208-0036,36,C0178,R017,A012,M002,1,257.96,0,20,27,COD,Delivered,Mumbai
2025-02-08,2025-02-08 18:52:00,ORD-20250208-0037,37,C0096,R010,A011,M010,3,172.43,0,20,-58,Wallet,Delivered,Hyderabad
2025-02-08,2025-02-08 11:14:00,ORD-20250208-0038,38,C0121,R018,A003,M018,1,91.62,20,40,75,Net Banking,Delivered,mumbai
2025-02-08,2025-02-08 13:54:00,ORD-20250208-0039,39,C0107,R011,A006,M015,3,190.55,10,49,22,Card,Delivered,Hyderabad
2025-02-08,2025-02-08 15:49:00,ORD-20250208-0040,40,C0190,R004,,M004,2,292.45,0,49,54,COD,Cancelled,Hyderabad
2025-02-08,2025-02-08 21:15:00,ORD-20250208-0041,41,C0049,R003,A012,M007,1,195.19,0,40,16,Card,Delivered,Mumbai
2025-02-08,2025-02-08 16:08:00,ORD-20250208-0042,42,C0109,R001,A012,M013,1,198.34,10,30,67,Net Banking,Delivered,Bangalore
2025-02-08,2025-02-08 11:59:00,ORD-20250208-0043,43,C0108,R010,A012,M018,3,324.53,25,20,18,Card,Out for Delivery,Mumbai
2025-02-08,2025-02-08 16:36:00,ORD-20250208-0044,44,C0084,R016,A011,M006,1,138.34,15,49,54,Net Banking,Delivered,Delhi
2025-02-08,2025-02-08 12:23:00,ORD-20250208-0045,45,C0140,R006,A013,M018,1,298.94,10,49,37,Net Banking,Delivered,Chennai
2025-02-08,2025-02-08 19:37:00,ORD-20250208-0046,46,C0018,R019,A014,M009,4,323.02,10,30,24,Wallet,Delivered,Mumbai
2025-02-08,2025-02-08 10:16:00,ORD-20250208-0047,47,C0019,R012,A003,M006,4,263.34,0,0,47,Net Banking,Delivered,Chennai
2025-02-08,2025-02-08 22:02:00,ORD-20250208-0048,48,C0032,R010,A001,M013,2,236.7,15,0,62,Wallet,Delivered,Mumbai
2025-02-08,2025-02-08 10:51:00,ORD-20250208-0049,49,C0177,R010,A015,M003,1,386.6,20,0,58,Net Banking,Delivered,Delhi
2025-02-08,2025-02-08 13:42:00,ORD-20250208-0050,50,C0077,R001,A003,M016,1,222.58,0,40,37,COD,Delivered,DELHI
2025-02-08,2025-02-08 21:58:00,ORD-20250208-0051,51,C0171,R007,A013,M005,4,261.26,0,30,58,Net Banking,Delivered,DELHI
2025-02-08,2025-02-08 18:04:00,ORD-20250208-0052,52,C0089,R012,A006,M015,3,389.26,20,40,50,Card,Delivered,Mumbai
2025-02-08,2025-02-08 19:15:00,ORD-20250208-0053,53,C0108,R008,A011,M013,1,206.4,20,0,70,COD,Delivered,Hyderabad
2025-02-08,2025-02-08 19:21:00,ORD-20250208-0054,54,C0107,R007,A015,M006,3,424.51,20,0,52,COD,Delivered,Kolkata
2025-02-08,2025-02-08 19:28:00,ORD-20250208-0055,55,C0190,R010,A012,M018,4,294.5,20,20,20,COD,Delivered,Mumbai
2025-02-08,2025-02-08 15:10:00,ORD-20250208-0056,56,C0127,R002,A007,M009,2,146.76,0,40,31,UPI,Delivered,Delhi
2025-02-08,2025-02-08 12:30:00,ORD-20250208-0057,57,C0073,R013,A002,M019,4,224.47,0,49,67,Net Banking,Cancelled,Hyderabad
2025-02-08,2025-02-08 17:43:00,ORD-20250208-0058,58,C0167,R001,A006,M017,2,₹380.55,0,20,-27,COD,Delivered,Chennai
2025-02-08,2025-02-08 16:30:00,ORD-20250208-0059,59,C0053,R012,A007,M016,3,141.49,0,0,66,UPI,Delivered,Mumbai
2025-02-08,2025-02-08 13:54:00,ORD-20250208-0060,60,C0191,R006,A004,M016,2,194.16,10,40,28,Card,Delivered,Bangalore
2025-02-08,2025-02-08 20:46:00,ORD-20250208-0061,61,C0059,R011,A009,M014,2,84.76,0,40,69,Wallet,Delivered,Chennai
2025-02-08,2025-02-08 18:42:00,ORD-20250208-0062,62,C0106,R005,A004,M003,1,342.76,0,40,46,UPI,Delivered,Hyderabad
2025-02-08,2025-02-08 20:25:00,ORD-20250208-0063,63,C0109,R013,A011,M013,3,257.66,0,40,75,Wallet,Delivered,DELHI
2025-02-08,2025-02-08 14:21:00,ORD-20250208-0064,64,C0003,R007,A008,M007,1,345.34,0,20,46,Card,Out for Delivery,Hyderabad
2025-02-08,2025-02-08 20:47:00,ORD-20250208-0065,65,C0028,R007,A012,M005,3,126.67,15,40,43,Wallet,Delivered,Chennai
2025-02-08,2025-02-08 10:52:00,ORD-20250208-0066,66,C0188,R008,A009,M002,4,285.52,20,30,24,Wallet,Delivered,Pune
2025-02-08,2025-02-08 22:34:00,ORD-20250208-0067,67,C0155,R003,A013,M017,2,267.84,0,30,22,Net Banking,Delivered,mumbai
2025-02-08,2025-02-08 17:26:00,ORD-20250208-0068,68,C0069,R019,A012,M003,1,231.04,15,20,47,COD,Delivered,Bangalore
2025-02-08,2025-02-08 13:42:00,ORD-20250208-0050,50,C0077,R001,A003,M016,1,222.58,0,40,37,COD,Delivered,DELHI
